def_c,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,10.857002,1,1,5520233,1,-0.27180767678470996,0.005301630037896267
0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,8.2789698,1,1,5520232,1,-0.27180767678470996,0.005301630037896267
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-0.11116416,0,1,42125505,1,-0.18674423041492233,0.006423391013765852
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0.85714287,-0.1912172,1,0,78134629,0,-0.1602056332131763,0.0032938998580487396
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.090998761,1,1,42125751,0,-0.25108430153411787,0.00369440563002094
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.035705812,1,1,42125750,0,-0.23709557933386935,0.003144196077479878
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0.5714286,0.56273466,1,0,80116820,0,-0.2508145176155777,0.004939958874499715
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0.5714286,-0.14916186,1,0,80116821,0,-0.2009123815574622,0.006691245733975701
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0.5714286,-0.56385887,1,0,80116822,0,-0.16805181754643037,0.006627894181909793
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.14285715,-0.044209193,1,0,5514140,1,-0.21128387672667423,0.004784996657110582
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.076663487,1,1,5520223,0,-0.13726720884859273,0.005182228194421559
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.536286,1,1,5520224,0,-0.20293818221033796,0.008157098011470515
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.29310805,1,1,5520222,0,-0.0543391159603541,0.004785386978940869
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.68310297,1,1,5522575,1,-0.09734788512016143,0.00479312629254842
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.58288449,1,1,5522576,1,-0.11071826799652063,0.004204959467129589
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.16666667,-0.5126074,1,1,42124034,1,-0.09973403453635232,0.007879573929729442
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.40318182,1,1,42123623,0,-0.250485669919118,0.004436032773959015
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.46364045,1,1,78136173,1,-0.05722522686058465,0.002443723570576487
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,44,0,-0.32699987,1,0,78133052,0,-0.07644503596949315,0.00517473064394414
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,49,0.14285715,-0.44694704,0,1,80115928,1,-0.0841608802005384,0.005417099127537519
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2.2215228,0,1,5524226,0,-0.22694340378140285,0.007783724189861563
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0.027168579000000002,1,0,80116721,0,-0.13890765204307864,0.0012436299872730686
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.62419939,1,1,78134172,0,-0.11062026299817973,0.004256441274795236
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,0.14285715,-0.5383898,1,0,78133679,0,-0.05188564913402815,0.003365471205710256
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,37,0.14285715,-0.58677113,1,0,78133680,0,-0.11302788567875192,0.008751167956575212
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,34,0,-0.50569576,1,1,78134021,0,-0.019483556243902807,0.0030681959489687123
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,51,0,-0.10827782,1,1,80119010,1,-0.1560861080209426,0.007199667434326051
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,0.48266542,1,1,80118738,1,-0.20212411791672175,0.004934247172924366
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,0,-0.28797987,1,1,80118739,1,-0.0871917152623595,0.00194745378409104
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,51,0,-0.25342175,1,1,80119011,1,-0.07569443403882689,0.003067481644745683
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0,-0.34443372,0,0,78132507,0,-0.06675239930143474,0.005429663728916512
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,-0.25163835,1,1,42123501,0,-0.1769168248588822,0.004191127607390432
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.40150943,1,1,42123498,0,-0.25188736718169347,0.0039973856173199625
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.052472834,1,1,42123499,0,-0.23708068182714048,0.0047013840051446125
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0.011003119,1,1,42123497,0,-0.24039134852032112,0.005460760317783648
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-0.40202153,1,1,3592165,0,0.0014488650651809114,0.0041030592678097015
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.2857143,0.80475879,1,1,5520139,1,-0.31724090385259024,0.0027264820909351788
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0.72515768,1,1,5521157,0,-0.2839481473387741,0.00415748314930927
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.42857143,-0.57422632,1,0,42125055,0,-0.1989479960449946,0.0055060898972269685
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.42857143,-0.13533862,1,0,42125057,0,-0.26535185054180077,0.0011136002705275944
1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0.42857143,-0.50165433,1,0,42125056,0,-0.13363924183474235,0.003100495010125911
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,2.5146809,1,1,78132527,1,-0.23226954259010105,0.007695670248305711
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,50,0.14285715,0.41759074,1,1,78133193,1,-0.1839551448656582,0.001677921796682937
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0.2857143,0.051275007,1,0,78133527,0,-0.15916005791386503,0.002164644253428611
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0.2857143,0.65545595,1,0,78133528,0,-0.24918702895645461,0.0026279064250883666
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.5714286,3.451205,1,0,5524230,0,-0.2921496594344097,0.006850100615801115
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.2857143,0.1285812,1,1,5514265,1,-0.20966691571371518,0.001988893705532315
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.22864546,1,1,78133976,1,-0.08400213138011321,0.007538338103568174
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,0.078335859,1,1,80117681,0,-0.18079971852767612,0.004504303267990378
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,-0.3916541,1,1,80117678,0,-0.13868399329877648,0.0033891503962260017
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,0.18892176,1,1,80117679,0,-0.2084448639965333,0.002266826140316422
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,-0.34327275,1,1,80117682,0,-0.1553799706868022,0.0026782487874503964
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1.945058,1,0,3594293,1,-0.292681362597529,0.007239953231880876
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-0.028794218,1,1,42126011,0,-0.14565437017046146,0.003472008225716752
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,2.1725559,0,0,10463701,0,-0.17837509787681763,0.003072158436517123
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0,-0.014401549,1,1,42125427,0,-0.23620244445766617,0.003934051894107076
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,0,0.14870752,1,0,80116944,0,-0.16463002715557398,0.0050925973819108345
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,0,-0.47333801,1,0,80116942,0,-0.05792020827987264,0.00536792249249886
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,0,0.43899545,1,0,80116946,0,-0.1949526467767248,0.003595207232023725
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,53,0,1.7999141,1,0,80117692,0,-0.2609693353084572,0.006774809590309695
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,53,0,0.67332053,1,0,80117691,0,-0.21822012159160295,0.0032527915027245153
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,0,1.1405246,1,0,80116945,0,-0.278642061555839,0.002879573547918399
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,53,0,-0.1146038,1,0,80117693,0,-0.13470110723021284,0.008983887181188794
1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,53,0,0.26274925,1,0,80116943,0,-0.17612878028860876,0.003750965417714628
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0.22819112,0,1,80116981,1,-0.1761349138946126,0.0038950788027329398
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.5714286,-0.35077593,0,0,42124882,1,-0.1964825025867812,0.005742818184366767
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4.6192679,1,1,5514243,1,-0.24958261354604483,0.0059505917028206375
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,-0.64679831,0,1,80118530,0,-0.1399246812564981,0.007682471365152735
1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,-0.23555706,0,1,80118529,0,-0.029397368454164546,0.0039690841974986775
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.42857143,-0.15607351,1,1,5520155,0,-0.17922490385103618,0.00350357953455847
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0.44178137,1,1,5520174,0,-0.24254746228065022,0.002034423300177148
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0.2857143,-0.47400787,1,0,78133866,1,-0.11715868210047695,0.0026303075381952706
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.42857143,-0.38761264,1,1,42125135,0,-0.09904211900139376,0.00980622248747371
1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,35,1,-0.58863521,1,1,10463219,1,-0.09384427812624821,0.008980259308387013
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.66120714,1,1,80115989,1,-0.10627701370002716,0.004787514171433604
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1.5677893,1,1,78132811,0,-0.224225912320876,0.012841503948883054
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30,0.42857143,2.967392,0,1,78134786,0,-0.21881162093171644,0.0015576730033733251
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0.2857143,-0.40145209,0,1,10462846,0,-0.17020903288143674,0.00805051075528921
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,-0.67041951,1,0,80116717,0,-0.15075489390000835,0.004956486387638217
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1.0914733,1,0,5514322,0,-0.3136289984945415,0.0045533611578926405
1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2.4662995,1,1,3595215,1,-0.2322520136553209,0.008777697359398366
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.04952905,1,1,5514189,0,-0.19637532122790435,0.002322436741856765
1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.31217051,1,1,5514188,0,-0.11729170283037155,0.007042608369516789
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1.1859781,0,1,42125385,1,-0.2727944959626346,0.008007414534398051
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50,0.2857143,-0.77811903,1,0,80117740,1,-0.09205871468762732,0.006953731769417654
1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0.14285715,-0.67444474,1,1,3595244,1,-0.0966627486832065,0.0047247897296060284
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0.14285715,0.33752149,0,1,80117483,1,-0.16706504817455073,0.00682971881736162
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.14285715,-0.41584474,1,1,3594458,1,-0.017982683009432617,0.009016553467254877
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,1,0.069751836,1,1,80119467,1,-0.08778198979412086,0.005627971918563482
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.14285715,-0.55003566,1,0,5522611,1,-0.08649463562661072,0.006882622684506305
1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0.19237758,1,0,78133175,0,-0.15705084265973243,0.006368502494152745
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0.14285715,-0.59496117,1,0,78134265,0,-0.12288460412575093,0.00647489964528946
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.014401549,1,1,78132733,0,-0.11890203958740375,0.004741907911219243
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,41,0,0.15436365,1,1,78133448,0,-0.1010306082343643,0.010636128232316603
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.14285715,0.040321972,1,1,3586644,0,-0.22352338580869605,0.001345549233304284
0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0.32024249,1,1,10463261,0,-0.1958916728156975,0.002489818168570512
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,-0.30467325,1,0,78132808,0,-0.07627728231725012,0.003940345742850946
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-0.48841673,1,0,42123506,0,-0.11054804561617365,0.004247955134906069
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.14285715,-0.076606095,1,1,5524162,0,-0.2908361891935279,0.003797181183025682
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.12326135,0,0,3592160,1,-0.13944247556182596,0.007631192026545486
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,0.10784637,1,0,42123926,0,-0.21140398828800264,0.002943708013951643
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.36559939,1,0,42123927,0,-0.18120218996313872,0.0017638869324244693
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.19972058,1,0,42123931,0,-0.21223437096409525,0.004478821741254582
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.23082283,1,0,42123932,0,-0.2033038014933933,0.0038271153937940723
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.42089233,1,0,42123929,0,-0.17345206996691767,0.006557151525345814
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.25501353,1,0,42123928,0,-0.19241463249497873,0.004864718101540458
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.50037593,1,0,42123930,0,-0.1550225748121017,0.0037116777421164317
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.040321972,1,1,78134776,0,-0.19691036906137657,0.002835742050446081
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.15781946,1,1,78134772,0,-0.21098425751208683,0.002262491270350454
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,-0.104822,1,1,78134773,0,-0.24378399258766117,0.001801755986198563
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,1.0632412,1,1,78134774,0,-0.31254515542910044,0.0051389096583761024
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.68310237,1,1,78134775,0,-0.2880085660091512,0.003986585538660516
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.14285715,0.018484142,1,1,10462426,0,-0.053853106993328514,0.0017259872003934874
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55,0.5714286,-0.32253793,1,0,10463857,1,-0.2017376027786639,0.007292705632785795
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,0.14285715,-0.77811903,1,0,80117198,1,-0.11892174589683142,0.010541731160572767
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-0.23210129,1,1,5514569,1,-0.1852513971076043,0.006387339164062538
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,2.1040092,0,1,5522754,1,-0.30112131156025496,0.005917548729157218
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,1.0568991,0,1,5522753,1,-0.3058035539415515,0.007491820427463089
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,48,0,2.6603942,0,1,5514294,1,-0.2649842851970624,0.008482229175934513
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,26,0.14285715,-0.51606321,1,0,78132914,1,-0.08949524171145247,0.002518093072768009
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.14285715,2.5636477,1,0,42124996,1,-0.3084411692073102,0.0065396654767493415
0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57,0,-0.62203819,1,0,5524602,0,-0.07083776329048413,0.010362866154490141
0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,-0.016643357,0,1,42125335,1,-0.13220406384333772,0.0021741018209187105
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.2857143,-0.13592425,1,1,42124178,0,-0.23616299762015422,0.001908909724719424
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.059896465,1,1,10462903,0,-0.14572839765262122,0.001055815057650531
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.45040283,1,1,10462905,0,-0.011295107133970106,0.004126625663758986
1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.12210101,1,1,10462904,0,-0.1462753557408759,0.004890934209489142
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0.42857143,-0.76775157,1,1,78132981,0,-0.127141627613762,0.0031801475805967416
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.15952927,0,1,5522896,1,-0.15372440998059353,0.006908459753067039
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1.0223572,1,0,5522595,1,-0.25130001914193895,0.008355862123912164
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0.1445819,0,0,3594437,0,-0.23704442710551948,0.010234528508589639
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,0,-0.68135637,1,1,80117039,0,-0.11449012299877556,0.002632878517697422
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,33,0,-0.70900285,1,0,78135144,0,-0.08999749213746747,0.0040412788973832915
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,33,0.14285715,-0.44694704,1,0,78134201,1,0.021439843475266732,0.00961990991533002
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33,0,-0.56790036,1,0,78133119,1,-0.07001890014940479,0.007889403041464077
0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33,0,-0.57481194,1,0,78133120,1,-0.07900948136879607,0.005357323021011047
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0.30641919,1,1,78132924,1,-0.14870834893667334,0.004961495293302597
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.67444474,1,1,5522943,1,-0.10743777555742912,0.004366970380914549
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,-0.080631346,1,0,5521215,0,-0.26982083222365355,0.004417217343587669
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0.26840538,1,0,5521214,0,-0.2612234288156598,0.004023345472962321
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1.8477098,0,1,3594464,0,-0.2569162039010643,0.006544142961981054
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,-0.53334224,1,1,5524513,0,-0.11848597340475951,0.0046414068274084775
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0.71428573,0.16362093,0,1,10463210,0,-0.04746290495040542,0.011466970980661418
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1.5718147,1,1,5523021,0,-0.3039080220985478,0.004897167849585726
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.30641919,1,1,3592149,1,-0.18966864037405715,0.002576764966333876
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.42857143,0.17913991,1,0,42125700,0,-0.21827078694865207,0.0036462637081825042
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.42857143,-0.54312402,1,0,42125701,0,-0.13284166261521166,0.00639997705745461
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,-0.70900285,0,1,10462960,0,-0.11321279122778116,0.007675581647538478
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0.85714287,-0.74356091,1,0,10462966,0,-0.1666677860049858,0.0036399108839978095
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,-0.30123368,1,1,10462088,0,0.017390797798639696,0.012101973230619734
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,-0.61569601,0,1,42126023,1,-0.19703279864145906,0.002260775848937303
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.16531673,0,1,42126021,1,-0.1236684904493427,0.002206395891344387
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0.14285715,-0.61341739,0,1,78133595,0,-0.11480695397806279,0.008970959092072342
