NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,OC,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,fee,def_c,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-620920543129e7,80117200,0,0,1,0,0,0,0,0,0,0,1,0,2090,100,58,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0.4293884026858253,0.0019263079037978982,0.907503509630962
-615209653335e7,10463126,0,0,0,0,0,1,0,0,0,0,0,1,2370,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0.5157284245065803,3.8270405452401084e-4,0.9322043156107486
-6.1192957294799995e+018,3592122,0,0,1,0,0,0,1,0,0,0,0,0,730,100,44,1,1,0.14285715,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0.49910235788114915,9.103151661424947e-4,0.9117467650600182
-611094419655e7,80118348,0,0,0,0,1,0,0,0,0,0,1,0,1390,100,61,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0.430353794909026,0.0019792535353101966,0.9024804437034519
-610433838417e7,3595246,0,0,1,0,0,0,1,0,0,0,0,0,950,100,58,1,1,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.4593109964638214,0.0018326005793005814,0.9055774147455451
-609952323344e7,78133884,0,0,1,0,0,0,0,0,0,1,0,0,7110,100,37,1,1,0.14285715,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0.5004753613176308,0.0014641316385842658,0.898247959842527
-602647405593e7,5522719,0,0,0,1,0,0,0,1,0,0,0,0,1860,50,58,1,1,0.5714286,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0.44522633008555884,0.002091402149059109,0.9299984465369262
-602647405593e7,5522718,0,0,0,1,0,0,0,1,0,0,0,0,3180,50,58,1,1,0.5714286,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.4220253510250705,8.525355003793605e-4,0.9299468692829197
-601386960982e7,78132699,0,0,0,0,1,0,0,0,0,1,0,0,2230,100,22,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0.5206888048305466,4.436861536615594e-4,0.9137703318006346
-600334385405e7,3595230,1,0,0,0,0,0,1,0,0,0,0,0,4750,100,30,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0.5008300838491567,0.0013163996317115214,0.886072372484422
-600058145008e7,5522761,0,0,0,0,0,1,0,1,0,0,0,0,880,100,39,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0.5217403234763741,0.0010654264821237207,0.9284397529942334
-594994010584e7,42123893,0,0,0,0,1,0,0,0,1,0,0,0,1940,100,36,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5179969457594296,8.286253689359465e-4,0.8914645202784969
-594989437629e7,5524249,0,1,0,0,0,0,0,1,0,0,0,0,230,90,31,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0.5529986988347936,6.852688255155456e-4,0.8804730550420203
-593745990963e7,42124953,1,0,0,0,0,0,0,0,1,0,0,0,4450,100,41,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0.47845652642140185,0.0011895356452213744,0.8663357406771598
-592654701299e7,42124949,1,0,0,0,0,0,0,0,1,0,0,0,1110,100,57,1,1,0.14285715,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.44870238459031603,0.0016324993389519634,0.8645702631211742
-5.9117442481999995e+018,42123660,0,0,0,1,0,0,0,0,1,0,0,0,70,100,43,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0.518216295993026,0.0012445012397159358,0.9033584317254185
-5.9070515181199995e+018,5522708,0,0,1,0,0,0,0,1,0,0,0,0,1610,50,40,1,1,0.42857143,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0.5376432941114984,0.0014192942855673297,0.8848329072547815
-590470869034e7,78132475,0,0,0,0,1,0,0,0,0,1,0,0,760,100,42,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0.5193238547228995,8.299557858507197e-4,0.8995152315005256
-590280379543e7,80117788,0,0,1,0,0,0,0,0,0,0,1,0,1970,100,47,1,1,0.2857143,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0.4830689468275162,7.68998752173042e-4,0.8828794717794107
-5.7970111132400005e+018,10463213,0,0,1,0,0,0,0,0,0,0,0,1,550,100,50,1,1,0.2857143,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.5059528404514763,0.0010579094354793202,0.8907290391002224
-567839515525e7,80117320,0,0,0,0,0,1,0,0,0,0,1,0,790,100,29,1,2,0.85714287,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0.5484713781489402,3.8146525702313915e-4,0.9099973865440395
-566752092613e7,80117067,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,39,1,1,0.14285715,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0.5423330234427333,9.705572892240854e-4,0.9118078203248547
-562313299875e7,5514154,0,0,0,0,1,0,0,1,0,0,0,0,1340,50,27,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0.5293857793969208,7.852784822547621e-4,0.9178097105332745
-56217870111e8,3595833,0,0,0,1,0,0,1,0,0,0,0,0,2820,100,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0.5112769744440983,7.653105256099375e-4,0.9168117567962287
-556062306618e7,80118595,0,1,0,0,0,0,0,0,0,0,1,0,4510,90,84,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.4004197094345639,0.0015010592164884282,0.840706115616409
-555878977304e7,42124872,0,0,0,0,1,0,0,0,1,0,0,0,1320,100,23,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.5389618719847759,0.0013124281325058924,0.9170383843253922
-5.5072841478000005e+018,10462922,0,1,0,0,0,0,0,0,0,0,0,1,710,100,29,1,2,0.14285715,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0.5473357030397307,4.695737600642465e-4,0.8943302421434771
-548451081742e7,10463070,0,0,1,0,0,0,0,0,0,0,0,1,690,100,50,1,2,0.85714287,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0.4916165421191544,0.0012276683917062682,0.8694890367330109
-546769423033e7,5520255,0,0,0,1,0,0,0,1,0,0,0,0,1530,50,25,1,1,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0.5410260509544682,8.110696094820671e-4,0.9002114283207351
-54246850551e8,5520145,0,0,0,0,1,0,0,1,0,0,0,0,660,100,55,1,1,0.14285715,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0.4648903737868417,0.0019456143442056332,0.9053418509178072
-5.4031069023600005e+018,78134330,0,0,0,1,0,0,0,0,0,1,0,0,2340,100,39,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.5028163576197405,0.0013294652378732493,0.9116802563213695
-538735322894e7,5522905,0,0,0,1,0,0,0,1,0,0,0,0,380,100,27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0.554905510991727,4.88241910897153e-4,0.9104643215897387
-537600856794e7,42124728,0,0,0,1,0,0,0,0,1,0,0,0,1530,100,45,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.5003908204020249,8.319320555572599e-4,0.9109687185743577
-537600856794e7,42124729,0,0,0,1,0,0,0,0,1,0,0,0,1320,100,45,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.5031625185074368,9.828401908883824e-4,0.9093281532357161
-534645437483e7,3594236,0,0,0,1,0,0,1,0,0,0,0,0,1760,100,45,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0.5016078636169955,9.384749917699108e-4,0.8946309757933003
-533846407687e7,78134348,0,0,0,1,0,0,0,0,0,1,0,0,860,100,31,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0.5440046737701165,2.8207565633289245e-4,0.9006773231222129
-5335305304e9,10463963,1,0,0,0,0,0,0,0,0,0,0,1,1600,50,25,1,1,0.14285715,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0.5395263686600215,0.0011425359355686684,0.9057521774091537
-52692462268e8,5514395,0,0,0,1,0,0,0,1,0,0,0,0,950,100,46,1,1,0.2857143,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0.5206848072397016,0.0012628873224375496,0.8617758516190466
-518933869966e7,10463542,0,0,0,0,0,1,0,0,0,0,0,1,570,90,30,1,1,0.14285715,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5525460499393718,3.5004959537867443e-4,0.8953378965906201
-518800672722e7,5523075,0,0,0,0,0,1,0,1,0,0,0,0,4430,100,59,1,1,0.14285715,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0.4229452824660885,7.86623195244683e-4,0.9036770696915777
-518030477304e7,78134435,1,0,0,0,0,0,0,0,0,1,0,0,2010,75,18,1,1,0.14285715,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.5342784039571893,3.1458592415072647e-4,0.9394305039718344
-517356731233e7,78133208,0,0,0,0,0,1,0,0,0,1,0,0,2080,100,60,1,3,0.2857143,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0.42362516584482335,0.0012691727315580852,0.9029633862802796
-509855637711e7,42125795,0,0,0,0,1,0,0,0,1,0,0,0,1360,90,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0.5336578231878801,0.0016425028132251163,0.8777238147761501
-509855637711e7,42125796,0,0,0,0,1,0,0,0,1,0,0,0,1560,90,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0.5311695624318388,0.0016929990124424975,0.8799526176090632
-508280001107e7,3591715,0,0,0,1,0,0,1,0,0,0,0,0,840,75,74,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0.43144127817370825,0.003237032434251092,0.9081829793722992
-50395388388e8,78132698,0,0,0,0,1,0,0,0,0,1,0,0,1950,100,26,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.5371553875321401,5.626949196821672e-4,0.908782426080143
-5.0336365345999995e+018,78132888,0,0,0,1,0,0,0,0,0,1,0,0,720,100,23,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.5512145346683072,3.373772104439415e-4,0.9156102978395378
-497660457067e7,78134804,0,0,0,0,0,1,0,0,0,1,0,0,2165,100,32,1,1,0.2857143,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0.5307738592036998,8.409300330352574e-4,0.8590233555272971
-497660457067e7,78134805,0,0,0,0,0,1,0,0,0,1,0,0,6780,100,32,1,1,0.2857143,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0.5129330046469293,5.587077215786038e-4,0.9123991731439549
-496572786726e7,78133831,0,1,0,0,0,0,0,0,0,1,0,0,580,90,36,1,1,0.85714287,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0.5528066114079947,0.0010410402206423278,0.9070511443809108
-494584490163e7,5522898,0,0,0,1,0,0,0,1,0,0,0,0,220,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.5482859440620034,0.0012895475691999103,0.9153927630854605
-494584490163e7,5522897,0,0,0,1,0,0,0,1,0,0,0,0,310,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.5453163282220037,8.439445538421911e-4,0.931476310837838
-494584490163e7,5522900,0,0,0,1,0,0,0,1,0,0,0,0,3310,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0.5051034481105079,6.925803044893363e-4,0.9356594575908781
-491032094542e7,3595254,0,0,1,0,0,0,1,0,0,0,0,0,4090,80,38,1,2,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0.5033828450422658,0.001038011387838355,0.8741055880083776
-488700925957e7,5514242,0,0,0,1,0,0,0,1,0,0,0,0,500,100,21,1,1,0.2857143,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.5566339753233392,4.6731573649435665e-4,0.9183431053788239
-4.8847462384399995e+018,80118353,0,0,0,0,1,0,0,0,0,0,1,0,800,100,25,1,1,0.14285715,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0.5502358429921056,4.071015879901178e-4,0.9114675029678352
-486084752801e7,42122458,0,0,0,0,1,0,0,0,1,0,0,0,1100,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.42610488845918043,0.0016451354324495532,0.9119838570685271
-486084752801e7,42122456,0,0,0,0,1,0,0,0,1,0,0,0,1530,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.42233432003758214,0.0022841284346623654,0.8991195062152425
-486084752801e7,42122460,0,0,0,0,1,0,0,0,1,0,0,0,910,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.43447100426639856,0.0018452060703590995,0.9159791215505536
-486084752801e7,42122459,0,0,0,0,1,0,0,0,1,0,0,0,1060,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.424960683514289,0.0012177761665273423,0.9107321599195756
-486084752801e7,42122457,0,0,0,0,1,0,0,0,1,0,0,0,1020,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0.42953058361467045,0.0020593202960544833,0.9162192860383355
-48410495788e8,78132863,0,0,1,0,0,0,0,0,0,1,0,0,5400,100,60,1,3,0.14285715,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0.41851794037930473,0.0019179291654952866,0.8673236844631358
-4.8054574736399995e+018,80117166,0,1,0,0,0,0,0,0,0,0,1,0,5400,100,66,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0.4011013118654317,0.0018041772254277708,0.8630196483389466
-479011972281e7,3594026,0,1,0,0,0,0,1,0,0,0,0,0,480,90,57,1,1,0.5714286,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0.48902913982744006,0.0022243676931079487,0.8920444347319343
-478468379414e7,10462872,0,0,0,0,1,0,0,0,0,0,0,1,4110,80,45,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0.4888033206382104,0.0011159760696617177,0.9091360909813283
-47366448555e8,80119043,1,0,0,0,0,0,0,0,0,0,1,0,540,80,52,1,1,0.42857143,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0.489590047267654,0.002064975187015993,0.9089437034541994
-465995639776e7,10463198,0,0,1,0,0,0,0,0,0,0,0,1,2110,100,30,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.5261178607718257,4.943493286360408e-4,0.8975634143572534
-458947588216e7,3594349,0,0,1,0,0,0,1,0,0,0,0,0,2600,100,32,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0.5125029165416096,0.0017182691696449165,0.8945237154581452
-4.5699114664600003e+018,5522725,0,0,0,1,0,0,0,1,0,0,0,0,1400,100,38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0.5344576983867789,8.469607405805665e-4,0.8984271593923124
-443422747343e7,42124708,0,0,0,1,0,0,0,0,1,0,0,0,1240,100,47,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0.505271177832414,9.225812895762318e-4,0.9191217027562344
-443296066576e7,80117309,0,0,0,0,0,1,0,0,0,0,1,0,4420,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0.4192489841342803,7.944086306350578e-4,0.9086545492614853
-443296066576e7,80117307,0,0,0,0,0,1,0,0,0,0,1,0,1790,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0.4387956009825454,0.0012218249696363073,0.9162671165457394
-443296066576e7,80117308,0,0,0,0,0,1,0,0,0,0,1,0,2040,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0.4375827264602089,7.392997172733027e-4,0.9203966859072286
-443173682168e7,10463026,0,0,0,0,0,1,0,0,0,0,0,1,2480,100,45,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0.4840279463243461,0.0010820829345710734,0.8752807167653945
-442119322515e7,78136234,0,0,1,0,0,0,0,0,0,1,0,0,750,100,27,1,1,0.2857143,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0.5522598312241838,6.788883843790534e-4,0.8957224289792319
-4.3509553445400003e+018,42123664,0,0,0,1,0,0,0,0,1,0,0,0,250,100,63,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.4424989018546618,0.003534669296175051,0.879484512197044
-430860749303e7,5520169,0,0,0,0,0,1,0,1,0,0,0,0,1750,100,50,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0.45716081614281756,0.0012931671176091444,0.8857640755814102
-430657570211e7,3594230,0,0,0,1,0,0,1,0,0,0,0,0,560,100,40,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.5412115854311456,9.13450634515089e-4,0.908337208833584
-429702657548e7,80116793,1,0,0,0,0,0,0,0,0,0,1,0,850,100,42,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.5224534857619787,0.0014071662339229522,0.8801011738892561
-429255857289e7,80117890,0,0,0,0,0,1,0,0,0,0,1,0,1650,20,27,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.5300660397792761,5.593606127114611e-4,0.8927893600290823
-4.2915713032199997e+018,3594131,0,0,0,0,0,1,1,0,0,0,0,0,130,80,60,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.45932419361102483,0.002849704268787515,0.9003971726027743
-428815757387e7,78133830,0,1,0,0,0,0,0,0,0,1,0,0,6020,100,22,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.49642773280155206,0.001438266315944957,0.8823038361442876
-426742484181e7,3595256,0,0,1,0,0,0,1,0,0,0,0,0,1900,90,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.46624085091076695,9.006315902466746e-4,0.8336296974689824
-4.2672827648600003e+018,5514143,0,0,0,1,0,0,0,1,0,0,0,0,2720,100,52,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.44052009636678585,0.0016059907692672602,0.8812204181838666
-426024860087e7,42122472,0,0,0,0,1,0,0,0,1,0,0,0,3650,70,25,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5114795383509425,0.001216134396262588,0.9158626387085324
-4220593159e9,80118017,0,0,0,0,0,1,0,0,0,0,1,0,800,100,73,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0.40885985703857947,0.002640846901586515,0.866963905903299
-4.2093291548999997e+018,10463446,0,0,1,0,0,0,0,0,0,0,0,1,1710,100,30,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0.5327712483611434,5.527863079613941e-4,0.88666233378759
-415163812903e7,80117218,0,0,1,0,0,0,0,0,0,0,1,0,740,90,41,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0.529521612670948,0.0015248930190937908,0.8449064427144907
-410143289929e7,78134412,1,0,0,0,0,0,0,0,0,1,0,0,840,100,39,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0.5359395194024181,6.055162160133729e-4,0.9177465131150391
-4.0932296203800003e+018,3591829,0,1,0,0,0,0,1,0,0,0,0,0,2430,100,60,1,1,0.85714287,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.43317286226069,0.001680205115980269,0.8938631674435477
-4.0932296203800003e+018,3591828,0,1,0,0,0,0,1,0,0,0,0,0,730,100,60,1,1,0.85714287,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0.4585038466816433,0.0024355526199374773,0.9114773610458672
-402273180776e7,42125411,0,0,1,0,0,0,0,0,1,0,0,0,730,80,22,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.5339534167760045,0.0010720181815025327,0.9108123081272606
-399695655852e7,78133844,0,1,0,0,0,0,0,0,0,1,0,0,1050,70,19,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5451577811085572,0.0011922288229775436,0.9158416427705001
-392966953717e7,78134422,1,0,0,0,0,0,0,0,0,1,0,0,1740,100,25,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0.5321844128404611,2.0218136025254306e-4,0.917148927529045
-381513710552e7,3591791,1,0,0,0,0,0,1,0,0,0,0,0,2200,100,61,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.43104604953307285,0.0017297745875607055,0.8479823444057539
-377101944047e7,80118580,0,1,0,0,0,0,0,0,0,0,1,0,8850,100,29,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0.507305993352314,0.001622322290252275,0.8901532132024944
-3.7640252282200003e+018,3595221,1,0,0,0,0,0,1,0,0,0,0,0,1170,100,46,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,0.5077853639817411,0.0010660739778806888,0.8685200395458408
-373597343885e7,10463127,0,0,0,0,0,1,0,0,0,0,0,1,6320,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0.4983740929790322,9.900992733596168e-4,0.9203708206177897
-373597343885e7,10463129,0,0,0,0,0,1,0,0,0,0,0,1,5180,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0.49596959978311467,9.821534623697527e-4,0.9210898216183634
-373597343885e7,10463128,0,0,0,0,0,1,0,0,0,0,0,1,3580,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0.5074356392073451,5.965525300727542e-4,0.9268505486343724
-3.6544874671000003e+018,42123878,0,0,0,0,1,0,0,0,1,0,0,0,270,90,44,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.5287227741769005,0.0011384927518639522,0.9080972413855523
-362330808923e7,5514134,0,0,0,1,0,0,0,1,0,0,0,0,910,80,35,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0.5377913093107719,2.923047184748293e-4,0.9345196349342628
-3.6056552199800003e+018,80119095,0,0,0,1,0,0,0,0,0,0,1,0,2390,100,62,2,3,0.2857143,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0.42469031853418127,0.0016997673941953543,0.9076666577393316
-3.5880392384199997e+018,80117066,0,0,0,1,0,0,0,0,0,0,1,0,550,100,35,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.5406956868467017,9.629891110515641e-5,0.9204943928486874
-357410376477e7,42123760,1,0,0,0,0,0,0,0,1,0,0,0,370,50,30,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0.5472125753179294,0.0011646260240138527,0.8998203557270276
-357410376477e7,42123777,0,1,0,0,0,0,0,0,1,0,0,0,330,100,30,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0.5493523382068587,0.0011930736087787698,0.8990521347464756
