eff_cost_loan,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
-1.2343667,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,52,0,-0.085759543,1,1,78136162,1,0.046554858075627766,0.003741953938116136
-1.1828585,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,52,0,-0.0080593349,1,1,78136164,1,0.04116431243563767,0.0026580124636359044
-1.0798402,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.085816883,0,0,3594126,1,0.10857975211619322,6.843066256609621e-4
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-0.3869428,1,0,3594333,1,0.06518350263429713,0.0013694524629243997
-1.0901413,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2.9259219,0,0,42123832,1,0.12039505416646454,0.0010545944833693724
-1.2395215,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0.14285715,-0.047665015,1,0,80117860,0,0.11522882655347755,0.0011414367685241105
-1.2369423,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,-0.29935339,1,0,3591782,1,0.11788914329719219,0.0022712585229340797
-1.1622539,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0.83002979,1,0,78135147,0,0.17123880807451955,0.0015431675336113535
-1.2111647,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,-0.17393814,1,1,78136273,0,0.064447705802036,0.0022186335718268014
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,-0.67790055,1,1,80117081,0,0.09720311654952213,7.221749053791497e-4
-1.4285715,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.57826775,0,0,42125923,0,0.10231296635289745,9.415088282298281e-4
-1.4285715,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-0.30121744,1,1,5520285,1,0.05968664575471574,0.0017921822354395745
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0.42857143,-0.66753316,1,1,10463529,0,0.09769767126925746,5.935029776623337e-4
-1.1905842,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.0011477427,0,0,80117018,1,0.11102260497332135,8.085748206664607e-4
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0.14285715,-0.32421032,1,1,80116872,0,0.06257217786051318,7.713268748820272e-4
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0.14285715,-0.46244267,1,1,80116871,0,0.044006988944535204,0.0010268292006651936
-1.9346756,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0.14285715,-0.57481194,1,1,78135098,0,0.0669520904963336,0.0024681915566546796
-1.9346919,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0.14285715,0.11980552,1,1,78135094,0,0.10904187935509323,0.005049938499809995
-1.9346882,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0.14285715,0.35480052,1,1,78136106,0,0.12128930293970945,0.005441838930717942
-1.6990896,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,-0.31030643,0,1,3594262,0,0.07610898750953835,5.122118199952116e-4
-1.2507358,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0.41009346,1,1,80118628,1,0.11828919268782083,0.0030010337614947273
-1.9669588,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,1.025813,1,1,3594283,1,0.18421403497264432,0.003192649550283406
-1.4285715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.2857143,1.6161706,1,1,10464022,1,0.19092302612077733,0.0024038816754479307
-1.2343664,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,0.061056852,0,1,80117301,0,0.11005067562583119,4.726717598338214e-4
-1.9435022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0.25744638,1,1,42124200,0,0.08651314570585919,0.0043921980129055585
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,55,0,1.4053664,1,1,78132634,0,0.12697120128000816,0.003224778743850551
-1.0927129,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,42,0,-0.3916541,1,1,78132938,1,0.042586312743545414,6.803823903267656e-4
-1.4713156,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.35134536,0,1,5522622,0,0.061863686117148015,0.0015845029681009163
-1.4285715,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,-0.61282587,1,1,5524328,0,0.07992329774667109,4.972110730159003e-4
-1.1390753,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3.4592717,0,1,42125524,0,0.1506972367591774,5.54891424942841e-4
-1.0515089,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,1.7578588,1,1,5514362,0,0.1931840832471521,8.297028912742464e-4
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,0.14802147,1,0,3592128,1,0.12134889382790377,0.0015547581763054714
-1.4285715,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.42857143,-0.33577555,1,1,3595418,1,0.1489330659258088,6.503943578000614e-4
-1.4285715,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.88194746,0,1,78136282,0,0.13802682012739081,0.0023043563390276575
-1.4285715,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0.35320884,0,1,78136283,0,0.11590355410918643,0.0023418139749840647
-1.4285715,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1.1653239,0,1,78136284,0,0.14590235494285964,0.003212855986463393
-1.175431,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.62951928,1,1,10463108,0,0.06290102955229797,0.0011648910211464036
-1.2317917,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0.26038367,1,0,5521309,1,0.10890690722136111,0.001922761884972226
-1.1828628,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,56,0,-0.56444448,1,1,78132997,0,0.038949138498357565,0.00147541233032652
-1.0180225,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0.14285715,-0.60821497,1,0,78133746,0,0.08466208750403978,0.0011592144889487114
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.57768214,1,0,78132518,0,0.07380847285387528,0.0011772280436612766
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.14285715,-0.39454049,0,1,10462095,0,0.062009036707037515,0.0014086048888238027
-1.2369399,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-0.13879445,1,0,5520183,0,0.09005975351945575,0.00242964529556297
-1.1004393,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,-0.23427865,1,1,42123686,0,0.11414282229178617,4.852308175206215e-4
-1.471312,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.2241829,0,0,3594389,0,0.11439452731598221,0.0022167209597601174
-1.4713109,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.34948128,0,0,3594390,0,0.06347896321185291,0.0011433251186940138
-1.0309041,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,-0.48841673,1,1,42124934,1,0.051622304940204436,2.5445058760043904e-4
-1.4285715,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,-0.46589848,1,0,3595334,0,0.06637875987916267,3.5711259000066825e-4
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,41,0.2857143,-0.64839005,1,0,80116838,0,0.09707408036205321,0.0016035039143384355
-1.4285715,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.60878438,1,1,78133896,0,0.07108223344065215,0.0013052857404325753
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.58288395,1,1,3594339,1,0.14853375216661263,0.0022565340519886037
-1.2806389,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0.33584914,0,0,10462701,0,0.08283814789355845,7.659356611849644e-4
-1.6680901,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0.14285715,0.55178165,1,1,10462881,0,0.18027461600513325,0.004016853007875011
-1.4506588,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.62839508,1,0,78136285,0,0.11123477049842137,0.002115725096151319
-1.4285715,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,-0.57826775,1,0,10462031,1,0.08268125333312785,0.0016769833229638065
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.60245842,1,1,78136345,0,0.08557660786425159,7.294411783155813e-4
-1.2395196,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0.14285715,-0.14394596,1,0,80118494,0,0.08462641111492308,6.680260267261435e-4
-1.133929,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,-0.43944979,1,1,3594323,0,0.055243915577858335,0.0016955386744833582
-1.6655141,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,0,1.066697,1,0,80116973,1,0.16590426726113056,0.0038703873294146578
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-0.035120189,0,1,78133661,0,0.0829572778518092,0.0016881446217814674
-1.0875664,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-0.28049877,1,1,78133318,0,0.03890000927764822,0.00105775953325441
-1.236949,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42,0.14285715,-0.40202153,1,0,10462642,0,0.07392777643936385,0.0021621869142808173
-1.2368999,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0.14285715,-0.70613265,1,1,78132864,1,0.08722201888143492,0.0019084733805829785
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.5,0.040321972,1,0,42122477,0,0.1849325561920185,0.0018809770847422
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.5,0.64854425,1,0,42122478,0,0.20347321853261516,0.0022611123346494904
-1.6655146,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.5,-0.43657961,1,0,42122479,0,0.11043873881385452,0.0016324611291069207
-1.6655195,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.5,-0.47459349,1,0,42122480,0,0.1064181204004628,0.001286776667879745
-1.4285715,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.53275663,1,1,5523043,0,0.06524352090478244,0.0013425030924010407
-1.4713116,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0.5714286,0.11931451,0,0,80115930,0,0.15617454729115737,7.061212209734768e-4
-1.0721111,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.60475916,1,1,80116864,1,0.09218791192449448,7.384175789322953e-4
-1.0618091,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,37,0,-0.3605518,1,1,78134309,1,0.04738634229199697,0.0017535144433713087
-1.23435,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0.14285715,-0.67157459,0,1,78134527,0,0.0778879381739091,0.0015700322050712556
-1.1854334,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32,0,-0.63701648,1,1,10462685,0,0.06293417949181761,9.305115878573067e-4
-1.8998848,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0.092350811,1,1,42124499,1,0.1619807979492239,0.0020050446729628266
-1.8998836,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,0,0.6975112,1,1,80118038,0,0.12036952234839335,0.0026927370328017762
-1.0746825,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0.14285715,-0.52297485,1,0,78134031,1,0.02620287843522306,0.0013916279807012458
-1.2432578,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,54,0.14285715,0.5725165,1,1,80118355,1,0.1638230413783947,0.004644801852366108
-1.2731667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,54,0,-0.31158489,1,1,80118889,1,0.023906729798975304,0.0017686292842501378
-1.2432582,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,54,0.14285715,1.7613145,1,1,80118354,1,0.17537233767097252,0.002210608730072373
-1.2240663,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,3.3262043,0,1,5523029,1,0.13934528759315523,0.002621112625319994
-1.2240658,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,5.0886669,0,1,5523030,1,0.13934528759315523,0.002621112625319994
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,55,0,-0.51549375,1,0,10463362,0,0.05521485324563844,0.0013923213636092306
-1.1055951,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,55,0,-0.1601149,1,0,10463934,1,0.08572751025279814,0.0024603679543229837
-1.4285715,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,55,0,-0.19812883,1,0,10463933,1,0.0810412893302654,0.002287361360395259
-1.4285715,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,-0.021882573,0,1,10463501,0,0.08058787318844862,0.0010434710188964166
-1.8177055,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29,0,-0.089215316,1,1,10462899,0,0.0826382234734191,3.957671550425472e-4
-1.9024574,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,40,0,0.44119576,0,1,10463165,0,0.08479823182903207,0.0025090925128277907
-1.0515096,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0.14285715,-0.021882573,0,1,10462517,1,0.12350978351666576,5.347961144603641e-4
-1.9770714,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1.0286833,0,0,78133640,0,0.09665555386610165,0.003476207863250299
-1.0695271,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,-0.3605518,0,1,10464058,0,0.08932756391314915,6.180914135445294e-4
-1.2418153,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,0,0.40789315,1,1,10463949,0,0.12356937263124888,0.002226532015013887
-1.2369454,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.63988668,1,1,5514330,0,0.07036160978344926,6.183967658272101e-4
-1.9024563,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.22002406,1,0,78132961,0,0.0768516397084641,0.0010048893578076409
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,57,0.2857143,-0.67268467,1,0,78133336,0,0.08571564979558197,9.836997798658958e-4
-1.1724286,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.61973745,0,1,3591800,1,0.10050003138927947,6.912533994766574e-4
-1.4285715,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.5714286,-0.29935339,1,1,3586648,0,0.1346131106014208,0.0010098262829858783
-1.1674066,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-0.1894338,1,0,5523007,0,0.1019678874807581,0.0028301972537211613
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-0.79363799,1,1,78136336,0,0.08706992070838904,8.173520720102529e-4
-1.3142054,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,49,0,-0.43817136,1,1,78133647,0,0.057037201512915185,0.0012341696184003026
-1.0231714,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,44,0,-0.55005187,0,1,80117802,1,0.08642725193432751,0.002724754014118153
-1.4285715,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44,0,-0.4947589,0,1,80117019,1,0.07875601824743451,0.00129542000064074
-1.913631,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,18,0,-0.64503819,0,1,80117470,1,0.11480549032893096,0.0014967426045820137
-1.6655089,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.46927363,0,0,42123592,0,0.07075121944883435,6.718598887603048e-4
-1.6655108,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.34832031,0,0,42123590,0,0.06614904528981506,3.2996888141616947e-4
-1.6655214,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.48309687,0,0,42123591,0,0.07081170163753078,4.4910515376230556e-4
-1.4285715,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0.42857143,5.7015224,0,1,3594240,0,0.2045565099259977,0.001583687231209659
-1.6655169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45,0.85714287,-0.44103795,1,1,80116795,1,0.0825371800834871,0.0018700260916093047
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,0.14285715,-0.50223994,1,1,80117612,0,0.061300258761600425,9.42599957520997e-4
-1.4285715,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,45,0.85714287,0.049686857,1,1,80116794,1,0.13912904779682048,0.0013791088945858444
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,45,0.14285715,-0.39856571,1,1,80117611,0,0.0545120407173688,0.0016126635760132188
-1.284379,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,54,0,-0.10078055,1,1,78133711,1,0.05545228030713276,0.002830127773363866
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54,0,0.68714386,1,1,78132502,0,0.09994921616867136,0.0028545930409278383
-1.2189167,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,54,0,-0.24305433,1,1,78134406,1,0.039668428367501125,0.0015746230796180143
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,54,0,1.44051,1,1,78132504,0,0.12160001672635751,0.003934312576441328
-1.6740823,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0.21311241,1,1,78135185,0,0.10882445658610451,0.0033581493359140513
-1.9546973,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0.68023217,1,1,78135184,0,0.14071196283656906,0.00253868023873318
-1.6474881,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,25,0,-0.59484369,0,0,10463967,1,0.054939930716237935,0.0010730219421080853
-1.2189119,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,25,0,-0.42621219,0,0,10462400,0,0.0657228316950178,7.814538190766623e-4
-1.218915,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,-0.04952905,0,0,5522974,0,0.1411702568135004,9.799161416949257e-4
-1.4713104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0.2857143,-0.13938007,1,1,80115952,0,0.15781921845491603,8.313561547837675e-4
-1.1674025,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,0,-0.56385887,0,1,10463090,1,0.07296257492015738,8.939290898492156e-4
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,-0.29143563,0,1,80117221,1,0.06975161368505647,0.0017924911882644782
-1.8998872,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.63297504,1,1,42123834,1,0.12789553643782198,0.0010961467105430726
-1.8998816,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.18371993,1,1,42123833,1,0.17354050417189143,8.481541785201668e-4
-1.4285715,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,29,0,-0.4711377,1,1,42124312,0,0.039664405384680995,5.959073507923215e-4
-1.4285715,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.14285715,-0.34268713,0,1,42124203,0,0.07522824175795448,0.0017047703792048784
-1.4236798,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.32829446,1,1,42124139,0,0.07371629565957809,0.0011023961466188861
-1.1435356,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.56674528,1,1,42124140,0,0.06999191429548163,8.956043447688403e-4
-1.2369413,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35,1,0.026498733,1,0,78132526,1,0.13084640668322212,9.84046085445311e-4
-1.2395179,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,35,0.42857143,-0.16813661,1,0,78133994,0,0.1396451640662756,0.001626125295090955
-1.1336107,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.31504065,1,1,78133860,1,0.06608397874235872,8.228997788319643e-4
-1.0437849,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,0.42857143,-0.38641489,0,0,80116781,1,0.11679875194810052,0.0013095089309217924
-1.1759746,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0.078335859,1,0,78134241,0,0.07651418457538933,0.0020577338189988635
-1.4285715,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0.64163262,1,1,3594427,0,0.15922472368817434,0.0019672150877379476
-1.1287646,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,0,-0.77120739,0,1,10463441,0,0.0864978550921072,2.518818349926231e-4
-1.0437796,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,27,0.2857143,0.67399043,0,1,10463626,1,0.18254505791517886,0.0031527345545373734
-1.6655173,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0.14285715,-0.39611602,1,1,78132907,1,0.0473272738255922,6.511579285946236e-4
-1.2395177,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,1.6818311,0,1,78133309,0,0.14814217119412065,0.0026075962923268613
-1.1880155,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,-0.29489145,1,1,5514212,0,0.04436649886458105,0.0019330517766146344
-1.8998828,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.71428573,-0.37437505,1,1,5514442,1,0.12337978207941169,0.0019469713466842434
-1.0128748,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,46,0,-0.57481194,0,1,78134427,1,0.0959110184576815,4.40518490722399e-4
-1.2369385,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,-0.34672859,1,1,80117879,0,0.057703072873864544,9.464461410950001e-4
-1.4285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38,0,-0.73319352,1,1,80116800,1,0.0693479429201253,0.001634301486408747
-1.8947331,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.14285715,1.3535291,0,1,3594500,1,0.2058233507673438,0.0024679749806410475
-1.2369411,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,-0.094454587,1,1,80116765,0,0.141161081233554,0.0032075320764689374
-1.9594976,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0.015125202,0,0,5523037,0,0.1502756795432461,0.0012207789440863799
