prenda,val_pren,genero,edad,pres_antes,ahorros,cta_tanda,rec_cel,prestamo,des_c,faltas,tentado,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_educacion2,dummy_educacion3,dummy_educacion4,dummy_educacion5,dummy_plan_gasto2,dummy_plan_gasto3
3598207,,,,,,,,730,0,,,,,,,,,,,,
80117876,1508.601684570313,1,23,1,0,1,0,700,0,0,1,0,1,0,0,0,0,0,1,0,1
80119416,700,1,23,1,,,,510,0,,1,0,1,0,0,0,0,0,1,0,1
5527582,,,,,,,,470,1,,,,,,,,,,,,
5525761,,,,,,,,1010,1,,,,,,,,,,,,
42126004,1290,0,45,1,1,1,1,430,1,0,1,0,1,0,0,0,1,0,0,0,0
42126003,4000,0,45,1,1,1,1,1570,1,0,1,0,1,0,0,0,1,0,0,0,0
10463837,1350,1,37,1,,,,450,0,,0,0,1,0,0,0,0,1,0,1,0
10462592,,1,37,1,,,,5000,1,,0,,,,,0,0,1,0,1,0
10462594,2000,1,37,1,0,1,1,3610,1,0,0,0,1,0,0,0,0,1,0,1,0
3592342,10435.203125,1,61,1,0,0,0,6280,0,.71428573,1,0,1,0,0,,,,,0,1
3594781,,1,61,1,,,,2040,0,,1,,,,,,,,,0,1
3598157,,1,61,1,,,,2590,0,,1,,,,,,,,,0,1
3595086,,1,61,1,,,,2460,0,,1,,,,,,,,,0,1
3597501,,1,61,1,,,,53420,0,,1,,,,,,,,,0,1
3595085,,1,61,1,,,,5480,0,,1,,,,,,,,,0,1
3592343,9699.318359375,1,61,1,0,0,0,5820,0,.71428573,1,0,1,0,0,,,,,0,1
3595084,,1,61,1,,,,6970,0,,1,,,,,,,,,0,1
78133646,7795.61669921875,0,59,1,0,0,0,4630,1,0,1,0,1,0,0,0,0,1,0,0,1
78133644,7843.60888671875,0,59,1,0,0,0,4660,1,0,1,0,1,0,0,0,0,1,0,0,1
78133645,6739.7822265625,0,59,1,0,0,0,3970,0,0,1,0,1,0,0,0,0,1,0,0,1
78134677,4000,0,59,1,,,,2570,0,,1,1,0,0,0,0,0,1,0,0,1
78133643,5076.04296875,0,59,1,0,0,0,2930,1,0,1,0,1,0,0,0,0,1,0,0,1
5523275,,,,,,,,2370,0,,,,,,,,,,,,
3594034,,,,,,,,1000,1,,,,,,,,,,,,
5525076,,,,,,,,660,1,,,,,,,,,,,,
5525075,,,,,,,,2370,0,,,,,,,,,,,,
5525073,,,,,,,,4980,0,,,,,,,,,,,,
5525074,,,,,,,,2370,1,,,,,,,,,,,,
3599423,,,,,,,,1240,1,,,,,,,,,,,,
3592297,6000,1,71,1,1,0,1,2350,0,0,1,0,1,0,0,,,,,0,1
3597337,,,,,,,,970,0,,,,,,,,,,,,
3597153,,,,,,,,850,0,,,,,,,,,,,,
80117386,1000,,,,,,,350,1,,,0,1,0,0,,,,,,
80117571,,,,,,,,910,1,,,,,,,,,,,,
80117875,2000,,,,,,,1130,0,,,0,1,0,0,,,,,,
80118672,,,,,,,,180,0,,,,,,,,,,,,
3596696,,,,,,,,2100,1,,,,,,,,,,,,
80118087,,,,,,,,1490,0,,,,,,,,,,,,
3591924,2000,0,,1,1,1,1,1830,0,.14285715,1,0,1,0,0,0,0,1,0,0,1
3601082,,0,,1,,,,1020,1,,1,,,,,0,0,1,0,0,1
42124819,,,,,,,,6570,1,,,1,0,0,0,,,,,,
42124817,,,,,,,,4710,1,,,1,0,0,0,,,,,,
42124818,,,,,,,,8860,1,,,1,0,0,0,,,,,,
3598984,,,,,,,,4290,0,,,,,,,,,,,,
78132868,1000,,,,,,,1890,1,,,0,1,0,0,,,,,,
5524051,,,,,,,,1710,0,,,,,,,,,,,,
5524050,,,,,,,,1820,1,,,,,,,,,,,,
3597047,,,,,,,,1600,0,,,,,,,,,,,,
5486348,,,,,,,,580,0,,,,,,,,,,,,
78134205,2000,1,24,1,,,,820,0,,1,0,1,0,0,,,,,0,0
78132951,2880,1,24,1,,,,960,0,,1,1,0,0,0,,,,,0,0
78134573,10000,1,24,1,,,,4820,1,,1,0,0,0,0,,,,,0,0
78134603,7000,1,24,1,,,,4360,0,,1,0,1,0,0,,,,,0,0
78132955,12150,1,24,1,1,0,0,4050,0,.71428573,1,0,0,1,0,,,,,0,0
78132954,,1,24,1,,,,1100,0,,1,,,,,,,,,0,0
78132819,,,,,,,,2590,1,,,,,,,,,,,,
78132818,,,,,,,,5770,1,,,,,,,,,,,,
3601309,,,,,,,,2220,0,,,,,,,,,,,,
3601310,,,,,,,,1930,0,,,,,,,,,,,,
3594801,,,,,,,,620,0,,,,,,,,,,,,
3596932,,,,,,,,5250,1,,,,,,,,,,,,
3596516,,,,,,,,1640,0,,,,,,,,,,,,
5522718,2000,1,58,1,0,0,1,3180,0,.5714286,1,1,0,0,0,0,0,0,1,1,0
5526442,,1,58,1,,,,620,1,,1,,,,,0,0,0,1,1,0
78133255,2550,1,,1,0,0,0,850,0,0,1,0,1,0,0,0,0,0,1,0,0
78134380,1500,1,,1,,,,560,1,,1,1,0,0,0,0,0,0,1,0,0
78134874,2070,1,,1,,,,690,0,,1,0,1,0,0,0,0,0,1,0,0
3591754,,,,,,,,2300,1,,,,,,,,,,,,
3591755,,,,,,,,1030,1,,,,,,,,,,,,
3591753,,,,,,,,2040,1,,,,,,,,,,,,
3598182,,,,,,,,730,0,,,,,,,,,,,,
3599283,,,,,,,,1640,0,,,,,,,,,,,,
3598184,,,,,,,,620,0,,,,,,,,,,,,
3598181,,,,,,,,660,0,,,,,,,,,,,,
3598180,,,,,,,,730,0,,,,,,,,,,,,
3598183,,,,,,,,440,0,,,,,,,,,,,,
78134340,3750,,,,,,,1250,1,,,1,0,0,0,,,,,,
78133558,,,,,,,,2680,0,,,,,,,,,,,,
78134341,3930,,,,,,,1310,0,,,1,0,0,0,,,,,,
3596319,,,,,,,,2790,0,,,,,,,,,,,,
3592037,1000,1,30,1,1,0,1,980,1,0,0,0,1,0,0,0,0,1,0,0,1
3600818,,1,30,1,,,,960,0,,0,,,,,0,0,1,0,0,1
42125863,4000,,,,,,,1540,0,,,0,0,0,1,,,,,,
42124856,3000,,,,,,,1970,0,,,0,0,0,0,,,,,,
42124857,2640,,,,,,,880,0,,,0,0,0,0,,,,,,
42125158,4000,,,,,,,1900,1,,,1,0,0,0,,,,,,
3598158,,,,,,,,250,0,,,,,,,,,,,,
78132699,2500,0,22,1,1,1,1,2230,1,0,1,0,0,1,0,0,0,1,0,0,1
3596413,,,,,,,,550,0,,,,,,,,,,,,
10462522,5000,1,33,1,0,1,0,3140,1,0,0,,,,,0,0,0,1,0,1
78135040,,,,,,,,730,1,,,,,,,,,,,,
78134333,1500,,,,,,,1260,1,,,0,1,0,0,,,,,,
5524625,,,,,,,,2350,1,,,,,,,,,,,,
78134010,4964.06005859375,0,39,1,0,0,0,2860,0,0,0,0,1,0,0,1,0,0,0,0,1
3597058,,,,,,,,4810,1,,,,,,,,,,,,
3597211,,,,,,,,6340,1,,,,,,,,,,,,
42125803,1066.483764648438,1,33,1,1,1,0,460,1,0,0,1,0,0,0,0,0,0,1,0,0
3596992,,1,30,1,,,,4450,0,,1,,,,,0,0,0,1,0,1
3595230,4000,1,30,1,0,0,1,4750,0,0,1,1,0,0,0,0,0,0,1,0,1
3595231,,1,30,1,,,,2700,1,,1,,,,,0,0,0,1,0,1
3595794,,1,30,1,,,,3000,1,,1,,,,,0,0,0,1,0,1
3595232,,1,30,1,,,,3140,0,,1,,,,,0,0,0,1,0,1
3596235,,,,,,,,3500,0,,,,,,,,,,,,
3596236,,,,,,,,2700,0,,,,,,,,,,,,
5522761,1948.789794921875,1,39,1,1,1,1,880,0,0,0,0,0,0,0,0,0,0,1,0,1
5520286,16000,1,,0,0,1,0,8400,1,0,0,1,0,0,0,0,0,1,0,1,0
42123817,17000,0,61,0,0,0,0,5890,1,.14285715,0,0,1,0,0,1,0,0,0,0,1
5514435,2000,1,,1,0,0,0,2190,1,,1,0,1,0,0,0,0,0,1,1,0
5514436,1980,1,,1,0,0,0,660,1,,1,0,1,0,0,0,0,0,1,1,0
5514434,2000,1,,1,0,0,0,840,1,,1,0,1,0,0,0,0,0,1,1,0
3592006,3000,0,43,1,0,0,1,1000,1,1,1,1,0,0,0,0,0,1,0,0,1
3595745,,0,43,1,,,,1600,1,,1,,,,,0,0,1,0,0,1
5523886,,,,,,,,2200,1,,,,,,,,,,,,
5522570,,,,,,,,1390,0,,,,,,,,,,,,
3599510,,,,,,,,1460,0,,,,,,,,,,,,
5522757,700,1,24,1,0,0,0,400,0,0,0,1,0,0,0,0,0,1,0,0,1
42123690,3000,0,28,1,1,0,0,1520,0,0,1,0,0,0,0,0,0,0,1,1,0
42123691,,0,28,1,,,,1750,0,,1,,,,,0,0,0,1,1,0
5486296,,,,,,,,690,0,,,,,,,,,,,,
80117858,1500,1,21,1,0,0,1,770,0,,1,0,1,0,0,0,0,1,0,0,1
3599023,,,,,,,,1060,1,,,,,,,,,,,,
3598543,,,,,,,,5180,1,,,,,,,,,,,,
42124079,1500,,,,,,,550,1,,,0,1,0,0,,,,,,
78133066,1600,1,55,1,0,0,0,1170,0,.14285715,1,0,1,0,0,0,0,0,0,0,1
3591097,,,,,,,,430,1,,,,,,,,,,,,
5525785,,,,,,,,4350,0,,,,,,,,,,,,
5527311,,,,,,,,2510,0,,,,,,,,,,,,
80118642,4000,0,53,1,1,0,0,3000,0,,1,0,0,1,0,0,0,1,0,0,1
5514517,3000,0,60,1,1,1,1,1000,0,0,1,0,1,0,0,0,0,1,0,0,1
5514516,,0,60,1,,,,1110,0,,1,,,,,0,0,1,0,0,1
5514515,,0,60,1,1,0,1,1740,0,0,1,,,,,0,0,1,0,0,1
5523557,,0,60,1,,,,9710,0,,1,,,,,0,0,1,0,0,1
3596008,,,,,,,,1830,1,,,,,,,,,,,,
3596009,,,,,,,,1830,0,,,,,,,,,,,,
78132945,600,1,42,1,0,1,0,350,1,0,0,0,1,0,0,0,0,1,0,0,1
5524831,,,,,,,,1030,1,,,,,,,,,,,,
5524834,,,,,,,,1130,1,,,,,,,,,,,,
5524833,,,,,,,,2260,1,,,,,,,,,,,,
5524832,,,,,,,,2100,1,,,,,,,,,,,,
3599107,,,,,,,,1570,0,,,,,,,,,,,,
3594588,,,,,,,,680,1,,,,,,,,,,,,
3601950,,,,,,,,2950,1,,,,,,,,,,,,
3595662,,,,,,,,2850,1,,,,,,,,,,,,
3595663,,,,,,,,1750,0,,,,,,,,,,,,
3595661,,,,,,,,2220,0,,,,,,,,,,,,
3601952,,,,,,,,1420,0,,,,,,,,,,,,
3601951,,,,,,,,1680,0,,,,,,,,,,,,
3598372,,,,,,,,2050,1,,,,,,,,,,,,
3598373,,,,,,,,700,0,,,,,,,,,,,,
3597858,,,,,,,,1850,1,,,,,,,,,,,,
3595660,,,,,,,,2940,0,,,,,,,,,,,,
5527636,,,,,,,,5340,0,,,,,,,,,,,,
10462776,2000,1,29,1,0,1,0,1130,1,.2857143,0,0,1,0,0,0,0,1,0,0,1
78134880,5000,1,27,1,1,0,0,3840,0,0,1,0,1,0,0,0,0,1,0,1,0
3596497,,,,,,,,3000,1,,,,,,,,,,,,
5527552,,,,,,,,550,1,,,,,,,,,,,,
42123893,3492.291015625,1,36,0,1,0,0,1940,0,0,1,0,1,0,0,0,0,0,1,0,0
5524249,300,1,31,1,0,0,1,230,0,.14285715,1,0,1,0,0,0,0,0,1,0,1
3591817,,,,,,,,2320,1,,,,,,,,,,,,
3591816,,,,,,,,4890,1,,,,,,,,,,,,
3591818,,,,,,,,3520,1,,,,,,,,,,,,
5525887,,,,,,,,2370,0,,,,,,,,,,,,
5524843,,,,,,,,1260,1,,,,,,,,,,,,
3595079,,,,,,,,1020,0,,,,,,,,,,,,
3595078,,,,,,,,2040,0,,,,,,,,,,,,
10462653,,,,,,,,1130,1,,,0,1,0,0,,,,,,
3601179,,,,,,,,1280,0,,,,,,,,,,,,
80116729,,,,,,,,5800,0,,,,,,,,,,,,
42124953,5000,1,41,1,1,1,1,4450,0,0,1,0,1,0,0,1,0,0,0,0,1
3586653,5334.71337890625,1,64,1,1,0,0,3350,1,0,1,1,0,0,0,0,1,0,0,0,1
3597902,,1,64,1,,,,1080,1,,1,,,,,0,1,0,0,0,1
3586655,5814.63818359375,1,64,1,1,0,0,3650,1,0,1,1,0,0,0,0,1,0,0,0,1
3597901,,1,64,1,,,,3920,1,,1,,,,,0,1,0,0,0,1
3586654,4774.80126953125,1,64,1,1,0,0,3000,1,0,1,1,0,0,0,0,1,0,0,0,1
3598089,,1,64,1,,,,1310,1,,1,,,,,0,1,0,0,0,1
3598088,,1,64,1,,,,3690,1,,1,,,,,0,1,0,0,0,1
80119139,,,,,,,,620,0,,,,,,,,,,,,
80117645,,,,,,,,1660,0,,,,,,,,,,,,
42123794,3780,1,,1,1,1,1,1260,1,0,1,0,1,0,0,0,0,1,0,0,1
42124508,4800,1,,1,1,1,1,1600,1,0,1,0,1,0,0,0,0,1,0,0,1
42125723,3399.016845703125,1,28,0,,1,1,2140,1,.42857143,1,1,0,0,0,0,1,0,0,0,1
3598366,,,,,,,,1090,0,,,,,,,,,,,,
3598527,,,,,,,,190,0,,,,,,,,,,,,
42124949,3330,1,57,1,1,0,0,1110,0,.14285715,1,1,0,0,0,0,0,1,0,0,1
3596525,,,,,,,,1100,1,,,,,,,,,,,,
78132641,6000,1,64,1,0,0,0,4970,1,0,0,0,1,0,0,0,0,0,0,0,1
42124834,1000,0,37,,0,0,0,1020,0,0,1,0,0,0,0,0,0,0,1,1,0
42123660,210,1,43,1,1,0,1,70,1,0,1,1,0,0,0,0,1,0,0,0,1
42125571,150,1,43,1,,,,90,1,,1,1,0,0,0,0,1,0,0,0,1
5522708,2500,1,40,1,0,0,0,1610,0,.42857143,1,1,0,0,0,0,0,1,0,1,0
78132475,1500,1,42,1,0,0,0,760,0,0,1,1,0,0,0,0,1,0,0,0,0
78133210,2850,,,,,,,950,1,,,1,0,0,0,,,,,,
80117788,2639.284912109375,1,47,1,0,0,1,1970,0,.2857143,0,0,0,1,0,1,0,0,0,0,0
42123821,951.4004516601563,1,33,1,0,0,0,610,1,.14285715,1,1,0,0,0,0,0,1,0,0,1
42125861,,1,33,1,,,,160,0,,1,0,1,0,0,0,0,1,0,0,1
78133420,3800,1,57,1,0,0,0,2280,1,.14285715,0,1,0,0,0,0,0,1,0,0,1
5524210,2396.719482421875,1,38,1,0,0,1,1160,0,1,,0,0,0,0,0,1,0,0,0,1
5524212,,1,38,1,,,,1040,0,,,,,,,0,1,0,0,0,1
5524211,,1,38,1,,,,990,0,,,,,,,0,1,0,0,0,1
3594557,,,,,,,,620,0,,,,,,,,,,,,
10463331,,,,,,,,1300,0,,,,,,,,,,,,
10464039,10410,,,,,,,3470,0,,,0,1,0,0,,,,,,
10463172,1530,,,,,,,510,0,,,1,0,0,0,,,,,,
10463327,10260,,,,,,,3420,0,,,0,0,0,0,,,,,,
10463329,,,,,,,,3140,0,,,,,,,,,,,,
10463330,,,,,,,,950,0,,,,,,,,,,,,
10463328,,,,,,,,3730,0,,,,,,,,,,,,
10464040,5370,,,,,,,1790,0,,,0,1,0,0,,,,,,
10463171,4000,,,,,,,2480,0,,,1,0,0,0,,,,,,
10464038,2460,,,,,,,820,0,,,0,1,0,0,,,,,,
42124480,10000,1,40,1,1,1,1,4670,0,,1,1,0,0,0,,,,,0,1
42124479,10000,1,40,1,1,1,1,4550,0,,1,1,0,0,0,,,,,0,1
80118002,,,,,,,,230,0,,,,,,,,,,,,
5528475,,,,,,,,2920,0,,,,,,,,,,,,
78133541,2500.4462890625,1,50,1,0,1,0,1320,0,0,,0,1,0,0,0,1,0,0,1,0
80117448,1000,,,,,,,1010,0,,,0,1,0,0,,,,,,
3595037,,,,,,,,5970,1,,,,,,,,,,,,
5522835,1400,0,43,1,0,1,1,840,0,.71428573,0,1,0,0,0,0,0,1,0,1,0
5522850,,,,,,,,880,0,,,,,,,,,,,,
5527711,,,,,,,,1150,0,,,,,,,,,,,,
5528429,,,,,,,,260,0,,,,,,,,,,,,
3594468,99133.5625,1,30,1,0,0,0,61630,1,0,,0,0,0,0,0,0,0,1,0,1
78136280,5490,,,,,,,1830,0,,,1,0,0,0,,,,,,
78136281,8040,,,,,,,2680,0,,,1,0,0,0,,,,,,
78132950,3000,,,,,,,1820,1,,,1,0,0,0,,,,,,
78136279,5490,,,,,,,1830,0,,,1,0,0,0,,,,,,
42125881,800,1,53,0,,,,1520,1,,1,1,0,0,0,0,1,0,0,0,1
42123622,8598.2021484375,1,53,0,0,0,0,5390,1,.42857143,1,1,0,0,0,0,1,0,0,0,1
5522868,,,,,,,,4370,1,,,,,,,,,,,,
78136266,5000,,,,,,,1970,0,,,1,0,0,0,,,,,,
78136267,5000,,,,,,,2050,0,,,0,1,0,0,,,,,,
5524450,,,,,,,,3070,0,,,,,,,,,,,,
42125007,1600,0,26,1,1,0,1,1050,0,0,1,0,1,0,0,0,0,0,1,0,1
42125113,4000,0,26,1,,,,3760,0,,1,1,0,0,0,0,0,0,1,0,1
78136209,4000,0,24,1,0,1,0,2100,0,.14285715,0,0,1,0,0,0,1,0,0,0,1
5520164,,,,,,,,580,1,,,1,0,0,0,,,,,,
5520163,,,,,,,,1280,1,,,1,0,0,0,,,,,,
5520165,,,,,,,,550,1,,,1,0,0,0,,,,,,
5520166,,,,,,,,990,1,,,1,0,0,0,,,,,,
5520162,,,,,,,,660,1,,,1,0,0,0,,,,,,
5520167,,,,,,,,990,1,,,1,0,0,0,,,,,,
3596646,,,,,,,,2410,1,,,,,,,,,,,,
3596645,,,,,,,,1210,0,,,,,,,,,,,,
3596644,,,,,,,,400,1,,,,,,,,,,,,
3598903,,,,,,,,1160,0,,,,,,,,,,,,
3599306,,,,,,,,1850,1,,,,,,,,,,,,
3599305,,,,,,,,8760,1,,,,,,,,,,,,
3596705,,,,,,,,2700,1,,,,,,,,,,,,
78134782,2000,,,,,,,790,0,,,1,0,0,0,,,,,,
5514946,,,,,,,,670,0,,,,,,,,,,,,
5526563,,,,,,,,3760,1,,,,,,,,,,,,
78133908,2490,1,44,1,0,0,0,830,0,0,1,0,1,0,0,0,0,1,0,0,1
78133907,3000,1,44,1,0,0,0,1610,0,0,1,0,1,0,0,0,0,1,0,0,1
78136477,,,,,,,,1100,0,,,,,,,,,,,,
5524967,,,,,,,,1500,1,,,,,,,,,,,,
5528522,,,,,,,,1000,1,,,,,,,,,,,,
5523039,4516.13037109375,0,40,1,0,,0,2580,1,.14285715,1,0,1,0,0,0,0,1,0,0,0
5523789,,,,,,,,5590,0,,,,,,,,,,,,
5523790,,,,,,,,2120,1,,,,,,,,,,,,
5527303,,,,,,,,1060,0,,,,,,,,,,,,
5525444,,,,,,,,3970,1,,,,,,,,,,,,
3598403,,0,46,1,,,,1740,0,,0,,,,,0,0,1,0,0,1
3594387,1570.0888671875,0,46,1,1,0,0,1100,1,0,0,0,0,1,0,0,0,1,0,0,1
42125397,8000,,,,,,,6750,1,,,0,1,0,0,,,,,,
3599477,,,,,,,,800,1,,,,,,,,,,,,
3598296,,,,,,,,3330,0,,,,,,,,,,,,
5527799,,,,,,,,2260,1,,,,,,,,,,,,
5527800,,,,,,,,2150,1,,,,,,,,,,,,
3598683,,,,,,,,780,0,,,,,,,,,,,,
78133745,20000,1,60,1,,,,7780,1,,1,0,1,0,0,0,0,1,0,0,1
78131771,700,1,60,1,1,1,0,2660,1,.42857143,1,0,1,0,0,0,0,1,0,0,1
80119229,,,,,,,,9400,0,,,,,,,,,,,,
80117398,10950,,,,,,,3650,1,,,0,1,0,0,,,,,,
3586684,6000,0,29,1,1,0,0,8360,0,0,1,0,1,0,0,0,0,1,0,0,1
80119512,,,,,,,,1860,1,,,,,,,,,,,,
80117371,2600,,,,,,,1790,1,,,0,1,0,0,,,,,,
42126076,,,,,,,,1900,1,,,,,,,,,,,,
42126073,,,,,,,,2340,1,,,,,,,,,,,,
42126074,,,,,,,,2260,1,,,,,,,,,,,,
42126072,,,,,,,,2150,1,,,,,,,,,,,,
42126075,,,,,,,,1900,1,,,,,,,,,,,,
5523491,,,,,,,,580,0,,,,,,,,,,,,
5523298,,,,,,,,1860,0,,,,,,,,,,,,
3597484,,,,,,,,990,0,,,,,,,,,,,,
5526542,,,,,,,,980,0,,,,,,,,,,,,
5526541,,,,,,,,850,0,,,,,,,,,,,,
5526540,,,,,,,,1500,0,,,,,,,,,,,,
3595407,,,,,,,,1570,0,,,,,,,,,,,,
3598064,,,,,,,,2010,0,,,,,,,,,,,,
10463163,400,0,42,1,1,0,0,380,0,0,0,0,0,0,1,0,0,1,0,1,0
10463410,600,0,42,1,,,,510,0,,0,0,0,0,1,0,0,1,0,1,0
10462956,1700,0,42,1,,,,1310,0,,0,0,1,0,0,0,0,1,0,1,0
10463221,1500,0,42,1,,,,1240,0,,0,0,1,0,0,0,0,1,0,1,0
3597304,,,,,,,,1700,0,,,,,,,,,,,,
5522671,800,1,52,1,0,1,0,1440,0,.42857143,0,0,1,0,0,,,,,,
78133014,1100,,,,,,,380,0,,,1,0,0,0,,,,,,
5527507,,,,,,,,1710,1,,,,,,,,,,,,
42125438,1050,,,,,,,350,0,,,1,0,0,0,,,,,,
42125437,1560,,,,,,,520,0,,,1,0,0,0,,,,,,
78133402,,,,,,,,840,1,,,,,,,,,,,,
78136401,1000,,,,,,,840,1,,,1,0,0,0,,,,,,
78132891,,,,,,,,3210,1,,,,,,,,,,,,
3594886,,,,,,,,2300,0,,,,,,,,,,,,
3594887,,,,,,,,770,0,,,,,,,,,,,,
10463213,800,0,50,1,0,0,0,550,1,.2857143,1,0,1,0,0,0,0,0,1,0,1
80118993,,,,,,,,6370,1,,,,,,,,,,,,
5523800,,,,,,,,4310,1,,,,,,,,,,,,
5523799,,,,,,,,2070,1,,,,,,,,,,,,
78133625,1500,1,30,0,0,0,0,780,0,0,0,1,0,0,0,0,0,0,1,0,1
5521247,3600,1,34,1,1,0,0,1200,1,0,0,0,1,0,0,0,0,0,1,0,1
5521241,,1,34,1,,,,1680,1,,0,,,,,0,0,0,1,0,1
5521243,,1,34,1,,,,880,1,,0,,,,,0,0,0,1,0,1
5521244,3630,1,34,1,1,0,0,1210,1,0,0,1,0,0,0,0,0,0,1,0,1
5521246,4170,1,34,1,1,0,0,1390,1,0,0,0,1,0,0,0,0,0,1,0,1
3597935,,,,,,,,2480,1,,,,,,,,,,,,
10462893,56000,,,,,,,21940,0,,,0,0,0,0,,,,,,
10462927,14730,,,,,,,4910,0,,,0,0,0,0,,,,,,
10462894,56000,,,,,,,27200,0,,,0,0,0,0,,,,,,
3595022,,,,,,,,3070,0,,,,,,,,,,,,
3596194,,,,,,,,5920,0,,,,,,,,,,,,
3598946,,,,,,,,370,0,,,,,,,,,,,,
3601062,,,,,,,,1390,0,,,,,,,,,,,,
5527757,,,,,,,,3460,0,,,,,,,,,,,,
5514990,,,,,,,,2300,0,,,,,,,,,,,,
5527821,,,,,,,,330,1,,,,,,,,,,,,
5527820,,,,,,,,450,1,,,,,,,,,,,,
5514431,,,,,,,,1590,0,,,,,,,,,,,,
3594880,,,,,,,,1570,0,,,,,,,,,,,,
5523467,,,,,,,,1020,0,,,,,,,,,,,,
5514432,,,,,,,,770,0,,,,,,,,,,,,
80118907,3974.9267578125,0,41,0,0,0,1,2500,1,.85714287,1,1,0,0,0,0,1,0,0,0,1
3597512,,,,,,,,1360,0,,,,,,,,,,,,
3598835,,,,,,,,1260,0,,,,,,,,,,,,
3598836,,,,,,,,1440,0,,,,,,,,,,,,
3599129,,,,,,,,2740,0,,,,,,,,,,,,
3598706,,,,,,,,1500,0,,,,,,,,,,,,
3601302,,,,,,,,1810,0,,,,,,,,,,,,
3599130,,,,,,,,1480,0,,,,,,,,,,,,
3598834,,,,,,,,1110,0,,,,,,,,,,,,
3598833,,,,,,,,1090,0,,,,,,,,,,,,
3594860,,1,34,1,,,,2780,0,,0,,,,,0,0,0,1,1,0
3592219,6000,1,34,1,0,1,0,2700,1,1,0,0,1,0,0,0,0,0,1,1,0
3593992,,,,,,,,2560,1,,,,,,,,,,,,
78133591,5055.3876953125,1,55,1,0,0,0,3030,0,0,0,1,0,0,0,0,1,0,0,1,0
3601137,,,,,,,,3410,0,,,,,,,,,,,,
42122469,1980,,,,,,,660,1,,,0,1,0,0,,,,,,
42123915,5640,,,,,,,1880,1,,,0,1,0,0,,,,,,
42124967,4170,,,,,,,1390,1,,,0,1,0,0,,,,,,
42124971,2610,,,,,,,870,1,,,0,1,0,0,,,,,,
42122471,2460,,,,,,,820,1,,,0,1,0,0,,,,,,
42124441,4170,,,,,,,1390,0,,,0,1,0,0,,,,,,
42125548,4830,,,,,,,1610,1,,,0,1,0,0,,,,,,
42123907,6000,,,,,,,2000,1,,,0,1,0,0,,,,,,
42123917,6480,,,,,,,2160,1,,,0,1,0,0,,,,,,
42123918,6900,,,,,,,2300,1,,,0,1,0,0,,,,,,
42122468,2280,,,,,,,760,1,,,0,1,0,0,,,,,,
42124968,3840,,,,,,,1280,1,,,0,1,0,0,,,,,,
42123913,3510,,,,,,,1170,1,,,0,1,0,0,,,,,,
42124442,3510,,,,,,,1170,0,,,0,1,0,0,,,,,,
42123911,3840,,,,,,,1280,1,,,0,1,0,0,,,,,,
42124973,4590,,,,,,,1530,1,,,0,1,0,0,,,,,,
42123908,3420,,,,,,,1140,1,,,0,1,0,0,,,,,,
42124439,4470,,,,,,,1490,0,,,0,1,0,0,,,,,,
42123909,3420,,,,,,,1140,1,,,0,1,0,0,,,,,,
42124970,3900,,,,,,,1300,1,,,0,1,0,0,,,,,,
42123910,3420,,,,,,,1140,1,,,0,1,0,0,,,,,,
42125549,3810,,,,,,,1270,1,,,0,1,0,0,,,,,,
42124972,5040,,,,,,,1680,1,,,0,1,0,0,,,,,,
42123914,4890,,,,,,,1630,1,,,0,1,0,0,,,,,,
42124440,3600,,,,,,,1200,0,,,0,1,0,0,,,,,,
42122470,1860,,,,,,,620,1,,,0,1,0,0,,,,,,
42123916,7000,,,,,,,3210,1,,,0,1,0,0,,,,,,
42124438,2970,,,,,,,990,0,,,0,1,0,0,,,,,,
42123912,3840,,,,,,,1280,1,,,0,1,0,0,,,,,,
42124969,3300,,,,,,,1100,1,,,0,1,0,0,,,,,,
3601217,,,,,,,,2260,0,,,,,,,,,,,,
3601215,,,,,,,,3140,0,,,,,,,,,,,,
3601216,,,,,,,,2770,0,,,,,,,,,,,,
5523860,,,,,,,,3030,0,,,,,,,,,,,,
10462667,,,,,,,,2220,1,,,,,,,,,,,,
3595944,4902.78125,1,48,1,1,0,,3080,0,.14285715,1,1,0,0,0,0,1,0,0,0,1
78134565,1000,,,,,,,950,0,,,1,0,0,0,,,,,,
80117210,5100,,,,,,,1700,0,,,0,1,0,0,,,,,,
3597148,,,,,,,,6790,0,,,,,,,,,,,,
5486184,,,,,,,,2120,0,,,,,,,,,,,,
78136383,600,1,19,1,0,0,0,510,0,0,0,1,0,0,0,0,1,0,0,1,0
78131595,500,,,,,,,1930,1,,,0,1,0,0,,,,,,
3598859,,,,,,,,7180,1,,,,,,,,,,,,
3593967,2000,1,54,1,0,1,1,770,1,1,0,0,1,0,0,0,0,1,0,0,1
5523263,,,,,,,,910,1,,,,,,,,,,,,
80118463,5196.28076171875,0,60,1,1,0,0,2910,1,.14285715,0,0,0,0,0,0,0,0,1,0,1
5527383,,,,,,,,470,1,,,,,,,,,,,,
5525866,,,,,,,,640,1,,,,,,,,,,,,
5525636,,,,,,,,730,1,,,,,,,,,,,,
5527597,,,,,,,,430,0,,,,,,,,,,,,
80117531,,,,,,,,1440,0,,,,,,,,,,,,
