nombrepignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,masqueprepa,estresado_seguido,oc,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,tau_hat_oobpredictions,insample,pago_frec_vol_fee
2.93282275703e+18,5522620,0,0,0,0,0,0,1,0,0,0,20290,100,45,1,3,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,,1,0
-4.97660457067e+18,78134804,0,0,0,0,0,0,0,0,1,0,2165,100,32,1,1,.2857143,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,-74.079361,0,
-2.84785254273e+18,78133824,0,1,0,0,0,0,0,0,1,0,530,100,52,1,1,.71428573,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,-78.135086,0,
-5.09855637711e+18,42125796,0,0,0,0,1,0,0,1,0,0,1560,90,29,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,-85.587357,0,
-1.30816313535e+18,78135005,0,0,0,0,0,0,0,0,1,0,1680,100,24,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,-7.3839655,0,
6.41378913128e+18,3594270,0,0,0,0,0,1,0,0,0,0,860,50,38,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,,1,1
1.88157042638e+18,10462910,0,1,0,0,0,0,0,0,0,0,520,100,26,1,1,.2857143,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,1,1
-7.23437256517e+18,78134771,0,0,0,0,1,0,0,0,1,0,1200,100,50,2,2,.14285715,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,,1,0
6.33359667480e+18,3591718,0,0,0,1,0,1,0,0,0,0,1400,100,35,1,1,.14285715,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,-80.195152,0,
9.08057896276e+18,3595811,0,0,1,0,0,1,0,0,0,0,990,100,58,2,2,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,-153.91876,0,
-6.26163621777e+18,78133396,0,0,0,0,1,0,0,0,1,0,1000,100,43,1,1,.14285715,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,,1,0
-1.25703288876e+18,80116820,0,1,0,0,0,0,0,0,0,1,4030,100,43,1,1,.5714286,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,,1,0
6.85837455271e+18,5514413,0,0,0,1,0,0,1,0,0,0,1460,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-182.41315,0,
5.35504838085e+18,3594051,0,0,1,0,0,1,0,0,0,0,2370,90,63,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-103.58475,0,
6.85837455271e+18,5514404,0,0,0,1,0,0,1,0,0,0,2980,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-123.78509,0,
3.09298816935e+18,10463825,0,1,0,0,0,0,0,0,0,0,350,100,47,3,3,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,-22.18405,0,
-7.32666810301e+18,10463215,0,0,0,1,0,0,0,0,0,0,1830,100,63,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,-108.67064,0,
-3.60001017196e+18,3594428,1,0,0,0,0,1,0,0,0,0,2120,100,55,1,1,.42857143,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,,1,0
-4.28815757387e+18,78133830,0,1,0,0,0,0,0,0,1,0,6020,100,22,2,2,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,-392.34308,0,
-6.41216587652e+18,5520234,0,0,1,0,0,0,1,0,0,0,910,100,62,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,-103.90511,0,
6.26857089490e+18,42125876,0,0,1,0,0,0,0,1,0,0,4090,100,72,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-99.988327,0,
1.49264240100e+18,5522948,0,0,0,0,1,0,1,0,0,0,9810,100,29,1,1,.71428573,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,-574.91235,0,
-4.84104957880e+18,78132863,0,0,1,0,0,0,0,0,1,0,5400,100,60,1,3,.14285715,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,-470.55673,0,
-6.77762378654e+18,10463164,1,0,0,0,0,0,0,0,0,0,6940,100,40,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,1,0
-3.02574827196e+18,80117147,1,0,0,0,0,0,0,0,0,1,2730,80,32,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,,1,0
8.06197268760e+18,78133012,1,0,0,0,0,0,0,0,1,0,1110,50,58,1,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,,1,0
-6.38744901380e+18,3590996,0,0,1,0,0,1,0,0,0,0,730,100,29,1,1,.14285715,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,-61.624775,0,
3.65258266378e+18,42124054,0,0,0,0,1,0,0,1,0,0,3310,100,62,1,1,.14285715,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,,1,0
3.98128806574e+18,3595395,0,0,1,0,0,1,0,0,0,0,300,50,30,1,1,.85714287,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-124.30874,0,
6.07111087884e+18,78134931,0,0,0,1,0,0,0,0,1,0,1920,100,25,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,,1,0
-7.22620284983e+18,78134482,0,0,1,0,0,0,0,0,1,0,200,90,40,1,1,.14285715,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,,1,0
-3.17418687441e+18,78133769,0,0,0,0,0,0,0,0,1,0,810,100,30,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,,1,0
2.75253327228e+18,10463211,0,0,1,0,0,0,0,0,0,0,1800,100,39,1,1,.14285715,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,,1,1
1.21525657072e+18,3591025,0,0,0,0,0,1,0,0,0,0,3100,100,38,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,62.088223,0,
-2.75220761813e+18,80117717,1,0,0,0,0,0,0,0,0,1,3100,100,43,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,77.351349,0,
-6.65968121134e+17,42126036,0,0,0,1,0,0,0,1,0,0,770,90,52,1,1,.14285715,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,-49.298615,0,
-2.47969333982e+18,5522738,0,0,0,0,1,0,1,0,0,0,7080,100,53,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,-526.48669,0,
1.71020428770e+18,5514331,1,0,0,0,0,0,1,0,0,0,4740,100,63,1,1,.14285715,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,,1,0
5.77427621028e+17,80116973,1,0,0,0,0,0,0,0,0,1,5230,100,76,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-351.05377,0,
-5.40310690236e+18,78134330,0,0,0,1,0,0,0,0,1,0,2340,100,39,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,-10.007983,0,
-6.57192623851e+18,42125885,0,0,0,1,0,0,0,1,0,0,510,100,32,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-47.894505,0,
9.53465278565e+16,80117212,0,0,1,0,0,0,0,0,0,1,930,100,50,1,1,.42857143,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,-86.106972,0,
6.75964151420e+18,3594322,0,1,0,0,0,1,0,0,0,0,810,100,25,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,,1,0
-1.53793652497e+18,78134213,0,0,0,0,0,0,0,0,1,0,4610,50,52,1,1,.85714287,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,-280.66037,0,
1.29077818900e+18,3592333,1,0,0,0,0,1,0,0,0,0,2370,50,42,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,1,0
8.84130863736e+18,78133394,0,0,0,0,1,0,0,0,1,0,7600,100,39,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,,1,0
-1.42927725048e+18,80118436,0,1,0,0,0,0,0,0,0,1,1240,100,28,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,-15.252122,0,
1.04087932704e+18,78133128,0,0,0,1,0,0,0,0,1,0,1040,100,38,1,2,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,-34.78215,0,
6.40240207833e+18,10463107,0,0,0,0,1,0,0,0,0,0,1500,100,44,1,2,.14285715,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,,1,0
-5.54086236119e+18,42124224,0,0,0,0,1,0,0,1,0,0,930,100,28,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,,1,0
5.14754180072e+18,78136258,0,0,0,0,1,0,0,0,1,0,2160,100,50,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,,1,0
3.03312463713e+18,80116749,0,0,0,0,0,0,0,0,0,1,620,100,70,1,1,.14285715,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,,1,0
1.26071343391e+18,10463519,0,1,0,0,0,0,0,0,0,0,2420,100,41,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,20.379528,0,
-7.79478748521e+18,42125369,0,1,0,0,0,0,0,1,0,0,4410,90,44,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,-109.91847,0,
4.32874127019e+18,3591952,0,0,0,0,1,1,0,0,0,0,3150,80,39,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,21.557289,0,
-2.90671534611e+18,42125208,0,1,0,0,0,0,0,1,0,0,2240,100,62,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,,1,0
-4.97660457067e+18,78134805,0,0,0,0,0,0,0,0,1,0,6780,100,32,1,1,.2857143,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,-608.9303,0,
6.78067521288e+16,78133136,0,0,0,1,0,0,0,0,1,0,2600,100,46,1,1,.2857143,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-78.433655,0,
-3.76402522822e+18,3595221,1,0,0,0,0,1,0,0,0,0,1170,100,46,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,-75.186714,0,
1.44219728146e+18,78136092,1,0,0,0,0,0,0,0,1,0,430,80,30,1,1,.2857143,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,-81.288353,0,
-2.10285712063e+18,78134801,0,0,0,0,1,0,0,0,1,0,2740,100,30,1,1,.2857143,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,,1,0
-3.92966953717e+18,78134422,1,0,0,0,0,0,0,0,1,0,1740,100,25,1,2,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,-11.149356,0,
7.08049588689e+18,3591748,0,0,0,0,0,1,0,0,0,0,550,100,56,1,1,.2857143,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,,1,0
-8.57673191690e+17,5514569,0,0,1,0,0,0,1,0,0,0,1730,100,52,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,-138.2757,0,
-6.15209653335e+18,10463126,0,0,0,0,0,0,0,0,0,0,2370,100,31,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,117.45324,0,
-3.36875229482e+18,5522997,0,1,0,0,0,0,1,0,0,0,3210,100,51,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,,1,0
-1.61244167593e+18,3595464,0,0,0,0,1,1,0,0,0,0,1020,100,42,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,,1,0
-8.81239379329e+18,80117111,0,0,0,0,0,0,0,0,0,1,1280,100,50,1,3,.14285715,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,,1,0
8.63214146476e+18,3594288,0,0,0,0,1,1,0,0,0,0,9150,80,43,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,-671.57251,0,
-1.47644430087e+18,78135176,0,0,0,1,0,0,0,0,1,0,2330,100,70,2,2,.85714287,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,,1,0
-6.44030885492e+18,78136228,0,0,1,0,0,0,0,0,1,0,940,90,20,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,-51.381474,0,
1.11646950449e+18,3592397,0,0,1,0,0,1,0,0,0,0,300,90,41,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-42.672215,0,
1.44406324868e+18,5520141,0,0,0,0,1,0,1,0,0,0,610,100,25,1,1,.14285715,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,-112.6352,0,
-1.77265632767e+18,3595864,0,0,0,1,0,1,0,0,0,0,3760,100,62,1,1,.14285715,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,,1,0
-1.33428582533e+18,3594050,0,0,1,0,0,1,0,0,0,0,1500,100,58,1,1,.5714286,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,-202.61902,0,
-8.43660273702e+18,10462090,0,0,1,0,0,0,0,0,0,0,1060,100,25,2,2,.2857143,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,,1,0
5.51289390979e+17,10462031,0,0,0,1,0,0,0,0,0,0,470,90,43,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,-55.043636,0,
-4.33542322725e+18,78133978,0,0,0,0,0,0,0,0,1,0,2590,60,18,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,11.19806,0,
-6.20920543129e+18,80117200,0,0,1,0,0,0,0,0,0,1,2090,100,58,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,-173.95415,0,
5.42415606844e+18,78133681,0,0,0,1,0,0,0,0,1,0,460,100,34,1,2,.14285715,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,-44.064419,0,
6.58342781200e+18,78134206,0,0,0,0,0,0,0,0,1,0,1180,100,46,1,2,.2857143,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,-125.31583,0,
-9.10705168816e+18,5522747,0,0,0,0,1,0,1,0,0,0,380,100,40,1,1,.14285715,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-116.29496,0,
6.86251411136e+18,80117125,0,0,0,0,0,0,0,0,0,1,5630,100,77,1,3,.14285715,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,,1,0
-9.17645643954e+18,5514144,0,0,0,1,0,0,1,0,0,0,1970,100,49,1,1,.14285715,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,-122.88896,0,
-7.80415508692e+18,80116704,0,0,0,1,0,0,0,0,0,1,1260,80,34,1,2,.2857143,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,,1,1
6.76881228710e+18,80118612,0,0,1,0,0,0,0,0,0,1,2330,80,63,2,2,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,-177.49872,0,
-4.94584490163e+18,5522900,0,0,0,1,0,0,1,0,0,0,3310,100,36,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,115.97096,0,
-5.33346283575e+18,10463432,0,0,1,0,0,0,0,0,0,0,910,100,39,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,1,0
-1.53472126734e+18,42124271,0,0,0,0,1,0,0,1,0,0,370,100,64,1,1,.14285715,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,-92.876816,0,
-5.34631845436e+18,5522665,0,1,0,0,0,0,1,0,0,0,2590,100,42,1,1,.14285715,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,,1,0
2.55418320407e+18,3594332,0,0,1,0,0,1,0,0,0,0,180,100,31,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,-24.455719,0,
7.05097616218e+18,10463989,0,0,0,1,0,0,0,0,0,0,1860,100,40,1,1,.14285715,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,-100.14693,0,
-7.90818633736e+18,10462870,0,0,0,0,1,0,0,0,0,0,4570,100,38,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,,1,0
6.75332634216e+18,10462829,0,0,1,0,0,0,0,0,0,0,470,100,40,1,2,.14285715,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,,1,0
-4.97536713922e+18,10462678,1,0,0,0,0,0,0,0,0,0,1310,100,33,1,2,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,,1,0
9.86852652993e+17,80116800,1,0,0,0,0,0,0,0,0,1,280,100,38,1,2,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,-12.648442,0,
-2.40312851782e+18,42125769,0,0,0,1,0,0,0,1,0,0,3890,100,45,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,,1,0
-8.72718870260e+18,3595417,0,0,1,0,0,1,0,0,0,0,3290,100,37,1,1,.2857143,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,-59.23188,0,
9.05510873287e+18,10463077,0,0,0,1,0,0,0,0,0,0,3840,100,37,2,3,.14285715,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,-198.66052,0,
-3.52618759043e+18,3591892,0,0,0,1,0,1,0,0,0,0,3340,100,56,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-43.226612,0,
3.78606457315e+18,78133837,0,1,0,0,0,0,0,0,1,0,650,100,18,2,5,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,-35.040932,0,
2.54312900339e+18,80116742,0,0,0,0,1,0,0,0,0,1,480,100,52,1,3,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,,1,0
7.40081187379e+18,78135174,0,0,0,1,0,0,0,0,1,0,1930,70,45,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,,1,0
-1.14888324133e+18,80118739,1,0,0,0,0,0,0,0,0,1,1310,90,51,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-102.52112,0,
-2.46740317106e+18,78136139,0,0,1,0,0,0,0,0,1,0,620,50,37,1,1,.42857143,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-97.181526,0,
-3.13031816329e+18,42123633,0,0,1,0,0,0,0,1,0,0,460,100,39,1,1,.2857143,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,,1,1
-5.05067984323e+18,3595913,0,0,0,0,1,1,0,0,0,0,1450,100,42,1,1,.71428573,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,,1,0
-7.84767247664e+18,80117465,0,0,0,0,1,0,0,0,0,1,1200,100,54,1,1,.2857143,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-141.11769,0,
5.89233735772e+18,78133517,0,0,0,0,1,0,0,0,1,0,1680,100,47,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,,1,0
6.91141187264e+18,80117131,0,0,0,0,0,0,0,0,0,1,580,80,42,1,1,.2857143,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,,1,0
-1.27655350974e+17,3592154,0,0,1,0,0,1,0,0,0,0,1640,100,55,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,-146.0847,0,
1.59001113729e+18,5520276,0,0,0,0,1,0,1,0,0,0,1100,50,62,1,2,.85714287,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,-168.87415,0,
7.67547756935e+18,80118633,0,0,1,0,0,0,0,0,0,1,2700,100,25,1,1,.2857143,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,-124.98611,0,
1.11646950449e+18,3592393,0,0,1,0,0,1,0,0,0,0,690,90,41,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-34.262794,0,
-4.10143289929e+18,78134412,1,0,0,0,0,0,0,0,1,0,840,100,39,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,-10.574582,0,
-5.66904194737e+18,78132750,0,1,0,0,0,0,0,0,1,0,950,90,29,1,4,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,,1,0
3.38478517167e+17,5520285,0,0,0,0,0,0,1,0,0,0,1530,80,52,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,-88.884193,0,
9.03203797426e+18,10462923,0,1,0,0,0,0,0,0,0,0,2960,90,39,3,5,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,,1,1
1.32340401625e+18,80117894,0,0,0,0,0,0,0,0,0,1,840,100,60,1,1,.85714287,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,-91.341309,0,
9.19366101764e+18,78132926,0,0,0,0,0,0,0,0,1,0,10330,100,46,1,2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,-433.95358,0,
5.26507989317e+18,3595374,0,1,0,0,0,1,0,0,0,0,2740,80,47,1,1,.2857143,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,,1,0
9.34013220583e+17,10463441,0,0,1,0,0,0,0,0,0,0,170,20,27,1,2,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,,1,1
-1.51177120668e+18,5521298,0,0,0,0,1,0,1,0,0,0,1790,100,65,1,1,.14285715,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,-239.42288,0,
-6.83537766533e+17,80117375,1,0,0,0,0,0,0,0,0,1,630,97,40,2,3,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,-13.826095,0,
4.33508264626e+18,78134362,0,0,0,0,1,0,0,0,1,0,1840,70,30,1,2,.42857143,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,-174.99612,0,
-8.89904417702e+18,3595237,0,1,0,0,0,1,0,0,0,0,550,100,37,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,-72.231659,0,
-1.74951621921e+18,78136148,0,0,1,0,0,0,0,0,1,0,7190,40,21,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,-502.0072,0,
-2.79371696609e+18,78133710,0,0,0,1,0,0,0,0,1,0,440,100,29,1,1,.14285715,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-57.122131,0,
2.93282275703e+18,10462061,1,0,0,0,0,0,0,0,0,0,2450,80,45,2,3,.2857143,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,-206.0643,0,
-2.38290069791e+18,78134210,0,0,0,0,0,0,0,0,1,0,910,50,36,1,2,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,-70.289871,0,
-6.58417019699e+18,78132959,1,0,0,0,0,0,0,0,1,0,9440,100,62,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,,1,0
-6.88605947151e+17,5521186,1,0,0,0,0,0,1,0,0,0,1130,90,35,1,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,,1,0
4.73166497887e+18,10462933,0,1,0,0,0,0,0,0,0,0,3690,100,30,1,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,,1,0
-2.79946616492e+18,78132869,0,0,0,1,0,0,0,0,1,0,1570,100,59,2,2,.14285715,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,-112.11026,0,
