dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,faltas,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,dummy_choose_same3,dummy_trabajo9,pro_3,reincidence,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
0,0,0,0,0,1,1,0,0,0,0,0,3080,100,48,0.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.0137948166844426,4.5797412227560716e-4,0.35561414858145046
0,0,0,1,0,0,1,0,0,0,0,0,1610,100,45,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0.002771150180784069,6.161751867103692e-4,0.3624638414964399
0,0,0,1,0,0,1,0,0,0,0,0,400,100,61,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0.007455534448739339,5.603251696824807e-4,0.4066411278835989
1,0,0,0,0,0,0,0,0,0,0,1,2e3,100,38,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.009765601712886235,2.3244956373521305e-4,0.49455371834625844
1,0,0,0,0,0,0,0,0,0,1,0,640,100,60,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,-0.012332126159161724,0.0017781265765811562,0.23342677414345034
1,0,0,0,0,0,0,0,0,0,0,1,2660,100,61,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.00911500906499922,0.0012865918198112084,0.47572858110229266
0,1,0,0,0,0,0,0,0,1,0,0,510,50,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.0020153613757392295,4.931137960891894e-4,0.4350011788282001
0,1,0,0,0,0,0,0,0,1,0,0,35100,100,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.02331127233278507,5.272299005677675e-4,0.49395337056709165
0,1,0,0,0,0,0,0,0,1,0,0,1235,90,27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,-0.024532375407700018,1.5308228555133417e-4,0.46852750012482774
0,0,0,1,0,0,0,0,0,1,0,0,1397.5,100,58,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,-1.1466423776262044e-4,0.0013787445388975068,0.4984278947793231
0,0,0,1,0,0,0,0,0,0,1,0,850,100,26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,-0.015120114731385503,6.249338962111595e-4,0.27953361730736653
0,0,0,1,0,0,0,0,0,0,1,0,1400,100,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0051127286472334756,6.519732776879315e-4,0.3032036496234752
0,0,0,0,1,0,0,0,1,0,0,0,1440,100,39,0.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,-0.015322946462234373,3.6547797491775477e-4,0.5718157548417142
0,0,1,0,0,0,0,0,1,0,0,0,2190,100,25,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,-0.034072059495138314,4.999844558615013e-4,0.628988936115484
0,1,0,0,0,0,0,0,1,0,0,0,3190,100,45,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,-0.01759877844150782,4.1578595601925676e-4,0.5422301027331652
0,0,0,1,0,0,0,0,0,0,0,1,510,80,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,-0.0020593451939660405,8.583803312497864e-4,0.40811699543669094
1,0,0,0,0,0,0,0,1,0,0,0,1680,100,43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,-0.005297376723331647,2.5222701577080794e-4,0.6104867516234043
0,0,0,1,0,0,0,0,0,0,0,1,250,100,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,-0.003440374265343389,4.877647665853728e-4,0.5007654440269114
0,0,1,0,0,0,1,0,0,0,0,0,426,90,41,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,-0.023752016320727605,4.287384555008639e-4,0.3403573057298789
0,1,0,0,0,0,0,0,1,0,0,0,1502.5,100,48,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0.0034375690204896427,6.649624652815028e-4,0.5418182392606229
0,1,0,0,0,0,0,0,1,0,0,0,2270,80,39,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,-0.012105553057694736,4.7837688251640476e-5,0.5555348370465032
0,0,0,0,1,0,0,0,1,0,0,0,2130,100,38,0.71428573,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,-0.02266480992409899,4.806275191962393e-4,0.5538939132397224
0,0,1,0,0,0,0,1,0,0,0,0,1977.5,100,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,-0.02486976482759951,0.0010837684143932347,0.49465327462780606
0,0,0,0,0,1,0,0,0,0,0,1,3800,100,44,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.02120084014496131,2.941527743461485e-4,0.43851846263620775
0,0,0,0,1,0,0,0,0,1,0,0,2340,100,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,-0.0154365719855116,5.639768643057224e-4,0.46712932427595455
0,1,0,0,0,0,0,0,1,0,0,0,900,100,46,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.006239268938497376,1.129304618973188e-4,0.6030113548785762
0,0,0,1,0,0,0,0,0,0,0,1,880,100,26,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,9.876290151541465e-4,1.3325991668977914e-4,0.4987714176897575
0,1,0,0,0,0,0,0,1,0,0,0,1340,100,30,0.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,-0.017672943283265564,2.288317723195601e-4,0.5175267854923229
0,0,0,1,0,0,0,0,0,0,0,1,5090,100,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,-0.011113810295761221,5.429466225601066e-4,0.5007744273542009
0,0,0,1,0,0,0,0,1,0,0,0,4770,100,28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,-0.00991137591071967,7.609929833544817e-4,0.5776531977390804
0,0,0,0,0,1,0,0,0,0,1,0,1580,100,46,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,-0.02456490179544341,2.3946646176839387e-4,0.28587516792782586
0,0,0,1,0,0,0,0,0,0,0,1,1370,100,36,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,-3.7410145662856705e-5,1.8642148692173496e-4,0.42567482817167146
0,0,1,0,0,0,0,0,1,0,0,0,1040,80,23,0.2857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,-0.029949593993157372,5.93844021454064e-4,0.5953395631982499
0,0,1,0,0,0,0,0,0,1,0,0,1900,100,45,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,-0.02964324651974073,1.817129520839193e-4,0.4911567080754543
0,0,1,0,0,0,0,0,1,0,0,0,22820,100,35,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,-0.02381385989994148,4.664743336149492e-4,0.5514676181811186
0,0,0,0,1,0,0,0,1,0,0,0,1e3,100,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0.006490994516505643,0.0016976480078217725,0.5490188094920142
0,0,1,0,0,0,0,0,0,0,0,1,3500,100,77,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,-0.028052136200626267,3.2651223288822633e-4,0.49736100286427176
0,0,0,1,0,0,0,0,0,0,0,1,470,100,53,0.85714287,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,-0.019925346961867915,1.8448156520402368e-4,0.4273151959933018
1,0,0,0,0,0,0,1,0,0,0,0,440,100,61,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,-0.00841242668779746,3.490956704075052e-4,0.49368717708143073
0,0,0,1,0,0,0,0,1,0,0,0,5800,100,21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.01132048541511096,1.4158917581993263e-4,0.5438630633152302
0,0,0,0,0,1,0,0,0,0,0,1,830,50,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,-0.01846023096555539,3.276248634161158e-4,0.4946528917635301
0,0,0,0,1,0,0,1,0,0,0,0,2815,100,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,-0.027536915421593096,6.974228245099179e-4,0.4631563755804099
0,0,0,0,1,0,0,0,0,1,0,0,1320,80,45,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-0.021901842115275905,6.88442888117866e-4,0.42529383049804476
1,0,0,0,0,0,0,0,0,1,0,0,880,100,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,-0.0036016203272097903,1.453029140354479e-4,0.5310960943894645
0,1,0,0,0,0,0,0,0,0,1,0,970,100,46,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,-0.004523486186697539,6.890496017586102e-4,0.2745620728646418
0,0,0,0,0,1,1,0,0,0,0,0,2870,100,29,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-0.03005182730969048,9.667547607749257e-4,0.41274617941380254
0,0,0,1,0,0,0,0,1,0,0,0,1640,100,58,0.2857143,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,-0.011129643049745086,0.0011439137929385517,0.4858125383743022
0,0,0,0,1,0,0,1,0,0,0,0,3285,100,27,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,-0.010576158071454017,5.691484937527842e-4,0.4984337965886939
0,0,0,0,1,0,0,0,0,1,0,0,1460,60,45,0.71428573,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,-0.014491260227237707,0.00010942223116150505,0.40572023133308766
0,1,0,0,0,0,0,0,1,0,0,0,14190,100,65,0.2857143,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,-0.004069951953196859,6.166348780918546e-4,0.521318005772173
0,0,0,1,0,0,0,0,0,0,1,0,2e3,100,33,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.005337482770662959,1.4340254511196644e-4,0.28384469330495704
0,0,0,0,0,1,0,0,0,0,1,0,1060,100,37,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-0.005588376146053388,7.352899359358558e-4,0.2643897734659017
0,0,0,1,0,0,0,0,1,0,0,0,1563.3333333333333,100,40,0.2857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0.007733446029528367,4.280928063118347e-4,0.538477535942441
1,0,0,0,0,0,0,0,1,0,0,0,1020,100,38,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-0.008362058117570643,2.68439035498875e-4,0.5760884154733702
1,0,0,0,0,0,0,0,1,0,0,0,614,100,54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,-0.002571832954730546,0.001364616784364778,0.5648764990091732
0,0,1,0,0,0,1,0,0,0,0,0,1240,100,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,-0.021009989167007484,4.997944182207807e-4,0.43085313438712763
1,0,0,0,0,0,0,0,0,0,1,0,1700,80,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,-0.003737815082677853,1.2270319803105593e-4,0.25684669979187513
0,0,0,1,0,0,0,0,0,1,0,0,2055,100,51,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0.01362308201253215,2.741011232403305e-4,0.42918474518046584
0,1,0,0,0,0,0,0,1,0,0,0,530,60,72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,-0.003036338040504603,0.0012226814543977547,0.5742609596057426
0,0,1,0,0,0,0,0,1,0,0,0,1179.090909090909,80,42,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,-0.02552758973820803,8.396568087181333e-5,0.5213715070313993
0,0,0,0,0,1,0,0,0,0,0,1,3140,100,55,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-0.01823099864212701,2.0519552960362238e-4,0.4418931510511904
0,1,0,0,0,0,0,0,0,0,1,0,1260,100,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.0058002264722422595,2.208805312882091e-4,0.24257659987285454
0,1,0,0,0,0,0,0,0,0,0,1,1900,100,35,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.011596786420392259,8.535150915732004e-5,0.4836404095597572
1,0,0,0,0,0,0,1,0,0,0,0,1900,100,57,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,-0.0034892878894311214,2.2366552373984745e-4,0.508247710634642
0,0,0,1,0,0,0,0,0,0,1,0,800,80,66,0.71428573,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.001992655237596186,3.217244311603995e-4,0.24447756494056386
0,0,0,1,0,0,0,0,1,0,0,0,15910,100,72,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.0026142756037551727,8.72609304339481e-4,0.5508739736141052
1,0,0,0,0,0,0,0,0,0,0,1,2330,100,45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-0.007222411906440066,1.416944261887601e-4,0.4393445951230616
0,0,0,1,0,0,1,0,0,0,0,0,3340,100,56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0.0022321009286376038,4.532087440521527e-4,0.39285025585399974
1,0,0,0,0,0,0,0,1,0,0,0,915,100,43,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,-0.01902671199020692,1.8860757523199147e-4,0.5780986115353766
0,0,0,0,1,0,0,0,0,1,0,0,3225,95,50,0.071428575,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.5,0.5,0,0.5,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,-0.020062867067102922,7.920696980523351e-4,0.47620225944536165
0,0,1,0,0,0,0,0,0,1,0,0,710,100,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.03096153400118774,2.0766135427340203e-4,0.5506677430656821
0,0,0,1,0,0,0,0,0,0,0,1,1460,90,47,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,-0.0029466565723930555,1.227453717042764e-4,0.48806509175372687
0,1,0,0,0,0,0,0,0,0,0,1,2340,100,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.018458341103830333,7.961379137359378e-4,0.4352620679943853
0,0,0,1,0,0,1,0,0,0,0,0,760,100,72,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.011036663767947577,0.001595330723881277,0.36666882466175627
0,0,0,1,0,0,0,0,0,0,0,1,2590,100,30,0.14285715,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,-0.012810211490819314,1.9818790836808575e-4,0.45293034662774717
1,0,0,0,0,0,0,0,0,1,0,0,300,100,39,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,-0.031052148164527102,2.840832241939779e-4,0.509426608370623
0,0,0,0,1,0,0,1,0,0,0,0,8270,100,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.018563896373537454,4.688782639733307e-4,0.46179307130290875
1,0,0,0,0,0,0,0,1,0,0,0,830,100,51,0.42857143,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0.010537818471305749,3.178885346694064e-4,0.566526504934118
0,0,0,1,0,0,1,0,0,0,0,0,190,80,43,0.14285715,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-1.5954042856968442e-5,9.978588082097488e-4,0.39369369460284076
0,0,1,0,0,0,0,0,1,0,0,0,830,90,58,0.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,-0.020351329356168544,7.901340371567041e-4,0.5938584916911946
0,0,0,0,0,1,0,0,0,1,0,0,1030,100,35,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.004228270586327103,2.3455841665228396e-4,0.40986514305413796
0,1,0,0,0,0,0,0,1,0,0,0,1110,100,85,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0015020442060422496,9.673524016411841e-4,0.5640612907373077
0,0,0,0,0,1,0,0,0,1,0,0,450,100,33,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,-0.015968932181846026,1.8152842729430096e-4,0.485406230925645
0,0,0,1,0,0,0,0,0,0,1,0,730,100,40,0.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,7.914369577465932e-4,0.0015579265950721839,0.2573974392682928
1,0,0,0,0,0,0,1,0,0,0,0,880,95,20,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,-0.00836008666030896,1.6767046808424104e-4,0.5293360107505714
0,1,0,0,0,0,0,0,0,1,0,0,460,100,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,-0.005947944222359618,8.019142365074749e-4,0.4453890776679626
0,1,0,0,0,0,0,0,1,0,0,0,906.6666666666666,100,27,0.71428573,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,-0.011676510296232201,3.0970112162447325e-4,0.5859121949278845
0,0,1,0,0,0,0,0,0,1,0,0,5680,100,49,0.71428573,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,-0.022486087967980704,3.6869345754293015e-4,0.4884493361220288
1,0,0,0,0,0,0,0,0,1,0,0,330,100,56,0.42857143,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,-0.0010782023928393033,0.0015427150334289396,0.4799896644723071
1,0,0,0,0,0,0,0,0,0,1,0,3100,100,43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0.0012108385301347448,1.1616927699848508e-4,0.2447706257195882
0,1,0,0,0,0,0,0,1,0,0,0,1710,90,31,0.14285715,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,-0.015407947353334192,9.355727303911341e-5,0.5188349134933675
0,0,0,1,0,0,0,0,1,0,0,0,990,100,31,0.71428573,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.011969301630956457,9.93530828102336e-4,0.5270369399247944
0,0,0,0,1,0,0,0,0,0,0,1,825,100,43,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,-0.015694420965377986,4.954335066536881e-4,0.45618048652844356
0,0,0,0,1,0,0,0,1,0,0,0,510,40,21,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-0.016427729462444425,8.953320851039525e-4,0.6298193715662874
0,0,1,0,0,0,0,0,1,0,0,0,2960,100,64,0.14285715,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,-0.007250411929328808,0.0012709806612153528,0.5554106108174796
0,0,0,0,1,0,0,1,0,0,0,0,7720,100,53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.01874781724241709,8.669544303184692e-4,0.4705625651696845
