
="",="(0.023)",="(0.023)",="(2.78)",="(2.85)",="(0.19)",="(0.21)",="(0.024)",="(0.024)",="(0.020)",="(0.020)",="(0.0098)",="(0.010)"

="dummy_suc5",="-0.033",="-0.030",="15.1***",="13.7***",="0.093",="0.55**",="0.053**",="0.051*",="0.078***",="0.093***",="-0.012",="-0.014"
="",="(0.025)",="(0.025)",="(3.31)",="(3.34)",="(0.21)",="(0.24)",="(0.027)",="(0.027)",="(0.022)",="(0.022)",="(0.010)",="(0.010)"

="dummy_suc6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="1.producto",="",="0",="",="0",="",="0",="",="0",="",="0",="",="0"
="",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)",="",="(.)"

="2.producto",="",="0.11***",="",="-8.56***",="",="0.72***",="",="0.076***",="",="-0.058***",="",="0.062***"
="",="",="(0.023)",="",="(2.84)",="",="(0.19)",="",="(0.026)",="",="(0.022)",="",="(0.012)"

="3.producto",="",="-0.0014",="",="-0.40",="",="0.67***",="",="-0.0076",="",="0.029",="",="-0.0075"
="",="",="(0.021)",="",="(3.31)",="",="(0.21)",="",="(0.025)",="",="(0.024)",="",="(0.012)"

="4.producto",="",="-0.0093",="",="1.91",="",="0.28",="",="-0.0093",="",="0.0094",="",="0.012"
="",="",="(0.020)",="",="(3.24)",="",="(0.21)",="",="(0.021)",="",="(0.022)",="",="(0.011)"

="5.producto",="",="0.14***",="",="-5.44",="",="4.49***",="",="0.054",="",="0.11***",="",="0.018"
="",="",="(0.038)",="",="(4.29)",="",="(1.21)",="",="(0.042)",="",="(0.036)",="",="(0.023)"

="6.producto",="",="0.014",="",="-1.18",="",="-0.11",="",="-0.0013",="",="-0.030",="",="0.016"
="",="",="(0.024)",="",="(3.83)",="",="(0.22)",="",="(0.026)",="",="(0.027)",="",="(0.012)"

="7.producto",="",="-0.040",="",="-6.93*",="",="1.05***",="",="-0.045",="",="0.028",="",="-0.0048"
="",="",="(0.025)",="",="(3.75)",="",="(0.30)",="",="(0.034)",="",="(0.025)",="",="(0.015)"

="_cons",="0.47***",="0.46***",="82.5***",="83.5***",="1.68***",="1.32***",="0.70***",="0.69***",="0.26***",="0.24***",="0.041***",="0.042***"
="",="(0.029)",="(0.028)",="(3.81)",="(3.82)",="(0.30)",="(0.32)",="(0.031)",="(0.031)",="(0.027)",="(0.027)",="(0.015)",="(0.015)"

="N",="13445",="13445",="6118",="6118",="13445",="13445",="13445",="13445",="13445",="13445",="6818",="6818"
="R-sq",="0.013",="0.016",="0.024",="0.025",="0.005",="0.014",="0.009",="0.010",="0.028",="0.029",="0.112",="0.112"
="Dependent Var Mean",="0.46",="",="91.0",="",="2.57",="",="0.75",="",="0.36",="",="0.12",=""

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
