
="dummy_suc5",="3.25",="-0.24",="-145.6",="-23.9",="-8.96",="-0.088",="0.037",="0.055"
="",="(1.82)",="(0.078)",="(115.9)",="(7.95)",="(3.87)",="(0.037)",="(0.040)",="(0.012)"

="dummy_suc6",="-4.58",="-0.35",="-290.0",="-26.2",="-27.0",="-0.16",="0",="0"
="",="(2.46)",="(0.096)",="(124.2)",="(9.00)",="(5.50)",="(0.040)",="(.)",="(.)"

="num_arms_d3",="-3.05",="0.051",="122.5",="6.24",="-3.23",="0.068",="0.070",="0.0092"
="",="(1.92)",="(0.068)",="(88.0)",="(7.92)",="(3.89)",="(0.028)",="(0.034)",="(0.010)"

="num_arms_d4",="-4.20",="-0.072",="-43.8",="6.58",="-4.59",="0.022",="0.028",="-0.017"
="",="(2.50)",="(0.091)",="(133.0)",="(9.34)",="(5.84)",="(0.039)",="(0.048)",="(0.015)"

="num_arms_d5",="-8.91",="0.10",="287.4",="7.49",="-0.70",="0.15",="0.18",="0.0070"
="",="(3.24)",="(0.12)",="(218.1)",="(11.8)",="(10.4)",="(0.053)",="(0.078)",="(0.019)"

="num_arms_d6",="-7.05",="-0.0064",="-307.5",="-13.1",="-18.8",="-0.11",="-0.096",="-0.061"
="",="(7.22)",="(0.29)",="(290.7)",="(20.1)",="(12.4)",="(0.095)",="(0.10)",="(0.023)"

="visit_number_d2",="2.06",="-0.049",="71.7",="-4.18",="1.63",="-0.027",="-0.011",="-0.0028"
="",="(2.12)",="(0.074)",="(111.4)",="(7.14)",="(4.55)",="(0.030)",="(0.036)",="(0.012)"

="visit_number_d3",="7.96",="0.0015",="260.1",="-13.7",="15.0",="-0.060",="-0.037",="0.014"
="",="(2.51)",="(0.12)",="(275.7)",="(10.4)",="(9.41)",="(0.044)",="(0.063)",="(0.020)"

="visit_number_d4",="10.1",="-0.48",="-214.1",="-32.3",="-2.26",="-0.16",="-0.13",="-0.043"
="",="(3.37)",="(0.11)",="(150.8)",="(12.5)",="(7.98)",="(0.066)",="(0.083)",="(0.019)"

="visit_number_d5",="7.51",="-0.14",="-162.0",="-20.4",="-0.74",="-0.0086",="0.083",="-0.031"
="",="(5.51)",="(0.18)",="(184.4)",="(13.2)",="(11.1)",="(0.073)",="(0.11)",="(0.022)"

="visit_number_d6",="-7.58",="-0.16",="-228.8",="23.3",="-34.7",="-0.038",="-0.023",="-0.031"
="",="(9.43)",="(0.25)",="(192.5)",="(26.0)",="(14.0)",="(0.10)",="(0.11)",="(0.053)"

="visit_number_d7",="8.15",="-0.50",="590.5",="-29.9",="-12.3",="-0.11",="-0.037",="-0.044"
="",="(6.04)",="(0.17)",="(869.9)",="(14.1)",="(13.2)",="(0.085)",="(0.12)",="(0.025)"

="0.pro_2",="",="",="",="",="",="",="",="0"
="",="",="",="",="",="",="",="",="(.)"

="1.pro_2",="",="",="",="",="",="",="",="-0.054"
="",="",="",="",="",="",="",="",="(0.014)"

="0.des_c",="",="",="",="",="",="",="",="0"
="",="",="",="",="",="",="",="",="(.)"

="1.des_c",="",="",="",="",="",="",="",="1.05"
="",="",="",="",="",="",="",="",="(0.011)"

="0.pro_2#0.des_c",="",="",="",="",="",="",="",="0"
="",="",="",="",="",="",="",="",="(.)"

="0.pro_2#1.des_c",="",="",="",="",="",="",="",="0"
="",="",="",="",="",="",="",="",="(.)"

="1.pro_2#0.des_c",="",="",="",="",="",="",="",="0"
="",="",="",="",="",="",="",="",="(.)"

="1.pro_2#1.des_c",="",="",="",="",="",="",="",="0.021"
="",="",="",="",="",="",="",="",="(0.016)"

="_cons",="89.0",="1.41",="968.8",="105.6",="109.8",="0.78",="0.57",="0.14"
="",="(2.39)",="(0.089)",="(123.6)",="(8.74)",="(6.61)",="(0.039)",="(0.043)",="(0.015)"

="N",="4996",="5085",="5085",="2720",="2485",="5085",="5050",="5050"
="R-sq",="0.033",="0.023",="0.011",="0.022",="0.041",="0.020",="0.019",="0.898"
="Control Mean",="90.0",="1.06",="764.5",="75.1",="92.6",="0.69",="0.64",="0.64"

="Standard errors in parentheses"
