
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)"
="",="(0.022)",="(0.017)",="(0.0042)",="(0.0092)",="(0.0057)",="(0.010)",="(0.0059)",="(0.00063)",="(0.0019)",="(0.00016)",="(0.0022)",="(0.00018)"

="2919.date_opening",="-0.0088",="0.00061",="-0.0061",="0.031*",="-0.0049",="0.0092",="-0.00092",="-7.5e-12",="0.0068***",="-1.3e-11",="0.0079**",="1.3e-12"
="",="(0.021)",="(0.017)",="(0.0041)",="(0.016)",="(0.0057)",="(0.0092)",="(0.0056)",="(0.00060)",="(0.0019)",="(0.00016)",="(0.0037)",="(0.00030)"

="2920.date_opening",="0.017",="-0.0047",="-0.0055",="0.016",="-0.0044",="0.021",="-0.0021",="0.030",="0.0050***",="0.031",="0.0034**",="0.057"
="",="(0.023)",="(0.017)",="(0.0041)",="(0.012)",="(0.0057)",="(0.015)",="(0.0055)",="(0.022)",="(0.0012)",="(0.030)",="(0.0015)",="(0.055)"

="2921.date_opening",="-0.0019",="-0.0068",="-0.0049",="0.021**",="-0.0043",="0.014",="-0.0010",="0.024",="0.0055***",="0.021",="0.0047***",="1.3e-12"
="",="(0.022)",="(0.017)",="(0.0041)",="(0.011)",="(0.0056)",="(0.010)",="(0.0056)",="(0.017)",="(0.0015)",="(0.021)",="(0.0018)",="(0.00014)"

="2922.date_opening",="0.015",="0.0016",="-0.0044",="0.041**",="-0.0035",="0.041**",="-0.00071",="0.038**",="0.0063***",="0.047**",="0.0084***",="0.054*"
="",="(0.022)",="(0.017)",="(0.0041)",="(0.016)",="(0.0056)",="(0.019)",="(0.0056)",="(0.017)",="(0.0015)",="(0.023)",="(0.0022)",="(0.031)"

="2923.date_opening",="0.0012",="0.0048",="-0.0052",="0.013**",="-0.0039",="0.013*",="-0.00081",="0.017*",="0.0071***",="0.019",="0.0093***",="0.016"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.0067)",="(0.0056)",="(0.0075)",="(0.0055)",="(0.0095)",="(0.0011)",="(0.013)",="(0.0017)",="(0.016)"

="2924.date_opening",="-0.0043",="0.0017",="-0.0042",="0.021**",="-0.0031",="0.025**",="0.00062",="0.026**",="0.0086***",="0.028*",="0.0097***",="0.029"
="",="(0.022)",="(0.017)",="(0.0041)",="(0.0093)",="(0.0056)",="(0.011)",="(0.0055)",="(0.013)",="(0.0012)",="(0.016)",="(0.0017)",="(0.021)"

="2925.date_opening",="-0.0023",="0.0022",="-0.0052",="0.031**",="-0.0045",="0.027***",="-0.0016",="0.020**",="0.0060***",="0.020*",="0.0066***",="0.029*"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.012)",="(0.0056)",="(0.010)",="(0.0055)",="(0.0099)",="(0.0010)",="(0.012)",="(0.0013)",="(0.017)"

="2926.date_opening",="0.0074",="0.0028",="-0.0038",="0.029***",="-0.0029",="0.025***",="0.000089",="0.023**",="0.0072***",="0.026**",="0.0085***",="0.022**"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.0081)",="(0.0056)",="(0.0087)",="(0.0055)",="(0.0099)",="(0.00082)",="(0.012)",="(0.0010)",="(0.011)"

="2927.date_opening",="0.013",="0.0010",="-0.0044",="0.022***",="-0.0033",="0.022***",="-0.00039",="0.017**",="0.0068***",="0.018*",="0.0070***",="0.025*"
="",="(0.022)",="(0.017)",="(0.0041)",="(0.0072)",="(0.0056)",="(0.0082)",="(0.0055)",="(0.0083)",="(0.00093)",="(0.010)",="(0.0012)",="(0.015)"

="2928.date_opening",="0.0053",="0.0094",="-0.0047",="0.033***",="-0.0037",="0.028***",="-0.00036",="0.029**",="0.0073***",="0.029**",="0.0083***",="0.021*"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.0096)",="(0.0056)",="(0.010)",="(0.0055)",="(0.011)",="(0.00095)",="(0.013)",="(0.0011)",="(0.012)"

="2929.date_opening",="0.0086",="0.0091",="-0.0046",="0.020***",="-0.0033",="0.018**",="-0.00015",="0.015**",="0.0074***",="0.015*",="0.0084***",="0.021*"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.0065)",="(0.0056)",="(0.0071)",="(0.0055)",="(0.0073)",="(0.00087)",="(0.0085)",="(0.0011)",="(0.012)"

="2930.date_opening",="0.0065",="0.019",="0.0011",="0.051***",="-0.00061",="0.049***",="-0.00087",="0.052***",="0.0062***",="0.051***",="0.0072***",="0.062**"
="",="(0.021)",="(0.016)",="(0.0052)",="(0.013)",="(0.0061)",="(0.014)",="(0.0055)",="(0.017)",="(0.00082)",="(0.020)",="(0.00099)",="(0.025)"

="2931.date_opening",="0.011",="0.0048",="-0.00054",="0.038***",="-0.0029",="0.021***",="0.00086",="0.025**",="0.0080***",="0.015",="0.0090***",="0.015"
="",="(0.021)",="(0.016)",="(0.0047)",="(0.0086)",="(0.0056)",="(0.0078)",="(0.0055)",="(0.0097)",="(0.00082)",="(0.0090)",="(0.0010)",="(0.011)"

="2932.date_opening",="0.013",="0.0046",="0.00072",="0.032***",="0.0011",="0.030***",="0.00058",="0.024***",="0.0077***",="0.028***",="0.0082***",="0.031***"
="",="(0.021)",="(0.016)",="(0.0053)",="(0.0082)",="(0.0068)",="(0.0088)",="(0.0055)",="(0.0083)",="(0.00075)",="(0.010)",="(0.00090)",="(0.011)"

="2933.date_opening",="-0.0056",="0.0013",="-0.0035",="0.022***",="-0.0041",="0.020***",="-0.00093",="0.020***",="0.0067***",="0.024***",="0.0081***",="0.013*"
="",="(0.021)",="(0.016)",="(0.0044)",="(0.0063)",="(0.0056)",="(0.0069)",="(0.0055)",="(0.0071)",="(0.00074)",="(0.0089)",="(0.00093)",="(0.0075)"

="2934.date_opening",="0.0063",="-0.014",="-0.0052",="0.020***",="-0.0045",="0.015**",="-0.0012",="0.0094*",="0.0053***",="0.012*",="0.0056***",="0.011"
="",="(0.022)",="(0.016)",="(0.0041)",="(0.0064)",="(0.0056)",="(0.0063)",="(0.0055)",="(0.0054)",="(0.00073)",="(0.0072)",="(0.00089)",="(0.0077)"

="2935.date_opening",="0.018",="0.0030",="-0.00030",="0.017**",="0.0018",="0.019**",="0.0032",="0.014**",="0.011***",="0.014*",="0.012***",="0.013"
="",="(0.021)",="(0.016)",="(0.0049)",="(0.0067)",="(0.0065)",="(0.0077)",="(0.0062)",="(0.0067)",="(0.0040)",="(0.0079)",="(0.0048)",="(0.0085)"

="2936.date_opening",="0.0046",="-0.0055",="-0.0021",="0.013**",="-0.0029",="0.011**",="0.00057",="0.013**",="0.0082***",="0.014*",="0.0054***",="0.011"
="",="(0.021)",="(0.015)",="(0.0047)",="(0.0054)",="(0.0059)",="(0.0053)",="(0.0059)",="(0.0062)",="(0.0030)",="(0.0075)",="(0.00067)",="(0.0083)"

="2937.date_opening",="0.016",="-0.0028",="-0.0026",="0.041***",="-0.0015",="0.046***",="0.0020",="0.037***",="0.0100***",="0.040***",="0.011**",="0.046***"
="",="(0.020)",="(0.016)",="(0.0045)",="(0.011)",="(0.0061)",="(0.014)",="(0.0062)",="(0.012)",="(0.0038)",="(0.013)",="(0.0048)",="(0.016)"

="2938.date_opening",="0.016",="0.0055",="-0.0051",="0.023***",="-0.0041",="0.012**",="-0.00086",="0.0073*",="0.0067***",="0.0032",="0.0073***",="1.5e-11"
="",="(0.021)",="(0.016)",="(0.0041)",="(0.0064)",="(0.0056)",="(0.0048)",="(0.0055)",="(0.0043)",="(0.00070)",="(0.0032)",="(0.00083)",="(0.000062)"

="2939.date_opening",="0.014",="-0.0019",="0.0012",="0.033***",="-0.0039",="0.030***",="-0.00083",="0.027***",="0.0063***",="0.020***",="0.0065***",="0.025***"
="",="(0.021)",="(0.016)",="(0.0050)",="(0.0082)",="(0.0056)",="(0.0086)",="(0.0055)",="(0.0082)",="(0.00067)",="(0.0075)",="(0.00076)",="(0.0095)"

="2940.date_opening",="-0.000018",="0.0096",="0.00016",="0.034***",="-0.00097",="0.034***",="-0.00084",="0.036***",="0.0065***",="0.030***",="0.0070***",="0.021**"
="",="(0.021)",="(0.015)",="(0.0049)",="(0.0070)",="(0.0060)",="(0.0075)",="(0.0055)",="(0.0085)",="(0.00062)",="(0.0093)",="(0.00078)",="(0.0084)"

="2941.date_opening",="0.0099",="-0.0059",="0.0032",="0.022***",="0.0036",="0.018***",="0.0077",="0.017***",="0.014***",="0.017***",="0.016***",="0.018**"
="",="(0.021)",="(0.015)",="(0.0051)",="(0.0062)",="(0.0065)",="(0.0055)",="(0.0066)",="(0.0057)",="(0.0038)",="(0.0063)",="(0.0048)",="(0.0072)"

="2942.date_opening",="0.030",="0.0093",="-0.0041",="0.043***",="-0.0021",="0.035***",="0.0017",="0.026***",="0.0093***",="0.025***",="0.011***",="0.026***"
="",="(0.021)",="(0.016)",="(0.0044)",="(0.0099)",="(0.0059)",="(0.0094)",="(0.0060)",="(0.0086)",="(0.0033)",="(0.0087)",="(0.0040)",="(0.0098)"

="2943.date_opening",="0.021",="0.0062",="-0.00086",="0.029***",="-0.00056",="0.031***",="0.0011",="0.032***",="0.0088***",="0.031***",="0.0070***",="0.029***"
="",="(0.021)",="(0.016)",="(0.0047)",="(0.0066)",="(0.0060)",="(0.0077)",="(0.0058)",="(0.0085)",="(0.0025)",="(0.0092)",="(0.00073)",="(0.0092)"

="2944.date_opening",="0.012",="-0.0026",="0.0034",="0.027***",="0.0039",="0.021***",="0.0047",="0.024***",="0.0083***",="0.027***",="0.0063***",="0.030**"
="",="(0.021)",="(0.015)",="(0.0053)",="(0.0064)",="(0.0067)",="(0.0066)",="(0.0065)",="(0.0077)",="(0.0026)",="(0.0095)",="(0.00069)",="(0.012)"

="2945.date_opening",="0.0062",="-0.0035",="-0.0018",="0.016***",="0.00014",="0.019***",="0.0027",="0.021***",="0.011***",="0.012*",="0.013***",="0.0068"
="",="(0.021)",="(0.016)",="(0.0046)",="(0.0055)",="(0.0062)",="(0.0065)",="(0.0061)",="(0.0071)",="(0.0033)",="(0.0063)",="(0.0041)",="(0.0046)"

="2946.date_opening",="0.010",="-0.0025",="-0.000078",="0.025***",="0.00038",="0.023***",="0.0042",="0.023***",="0.011***",="0.021***",="0.013***",="0.027***"
="",="(0.021)",="(0.015)",="(0.0046)",="(0.0061)",="(0.0060)",="(0.0058)",="(0.0061)",="(0.0060)",="(0.0029)",="(0.0066)",="(0.0037)",="(0.0083)"

="2947.date_opening",="0.0070",="0.0094",="-0.0028",="0.027***",="-0.0012",="0.026***",="0.00080",="0.026***",="0.0081***",="0.029**",="0.0085***",="0.030**"
="",="(0.021)",="(0.016)",="(0.0045)",="(0.0074)",="(0.0060)",="(0.0085)",="(0.0058)",="(0.0095)",="(0.0023)",="(0.011)",="(0.0029)",="(0.013)"

="2948.date_opening",="0.023",="0.00023",="0.0027",="0.026***",="0.0033",="0.022***",="0.0065",="0.022***",="0.015***",="0.022***",="0.017***",="0.021***"
="",="(0.021)",="(0.015)",="(0.0050)",="(0.0060)",="(0.0064)",="(0.0059)",="(0.0064)",="(0.0063)",="(0.0042)",="(0.0071)",="(0.0049)",="(0.0077)"

="2949.date_opening",="0.019",="0.0047",="0.0026",="0.023***",="0.0034",="0.021***",="0.0061",="0.021***",="0.011***",="0.024***",="0.012***",="0.027***"
="",="(0.021)",="(0.016)",="(0.0054)",="(0.0063)",="(0.0067)",="(0.0064)",="(0.0067)",="(0.0070)",="(0.0036)",="(0.0081)",="(0.0046)",="(0.0097)"

="2950.date_opening",="0.0097",="-0.0049",="-0.0056",="0.019***",="-0.0059",="0.011**",="-0.0028",="0.013**",="0.0043***",="0.014**",="0.0050***",="0.010*"
="",="(0.021)",="(0.015)",="(0.0043)",="(0.0052)",="(0.0056)",="(0.0045)",="(0.0055)",="(0.0055)",="(0.00054)",="(0.0061)",="(0.00067)",="(0.0060)"

="2951.date_opening",="0.0072",="0.0016",="-0.0046",="0.031***",="-0.0032",="0.028***",="-0.0017",="0.031***",="0.0056***",="0.025***",="0.0064***",="0.026***"
="",="(0.021)",="(0.016)",="(0.0043)",="(0.0081)",="(0.0059)",="(0.0083)",="(0.0055)",="(0.0098)",="(0.00058)",="(0.0082)",="(0.00070)",="(0.0093)"

="2952.date_opening",="0.018",="-0.0046",="-0.000050",="0.029***",="0.0022",="0.027***",="0.0024",="0.025***",="0.0075***",="0.024***",="0.0085***",="0.026***"
="",="(0.022)",="(0.016)",="(0.0051)",="(0.0069)",="(0.0066)",="(0.0070)",="(0.0062)",="(0.0072)",="(0.0026)",="(0.0080)",="(0.0031)",="(0.0091)"

="2953.date_opening",="0.016",="0.0030",="0.00087",="0.028***",="0.0011",="0.024***",="0.0057",="0.022**",="0.0064***",="0.024**",="0.0068***",="0.028**"
="",="(0.022)",="(0.016)",="(0.0065)",="(0.0086)",="(0.0079)",="(0.0090)",="(0.0085)",="(0.0099)",="(0.00065)",="(0.011)",="(0.00077)",="(0.013)"

="2954.date_opening",="0.00068",="0.00075",="-0.00099",="0.027***",="-0.0029",="0.021***",="0.00029",="0.022***",="0.0078***",="0.021***",="0.0083***",="0.023***"
="",="(0.021)",="(0.016)",="(0.0049)",="(0.0073)",="(0.0059)",="(0.0063)",="(0.0058)",="(0.0068)",="(0.0025)",="(0.0074)",="(0.0030)",="(0.0084)"

="2955.date_opening",="0.0070",="-0.0054",="-0.0052",="0.024***",="-0.0037",="0.025***",="-0.00030",="0.026***",="0.0040***",="0.022***",="0.0050***",="0.016**"
="",="(0.022)",="(0.016)",="(0.0045)",="(0.0071)",="(0.0060)",="(0.0077)",="(0.0061)",="(0.0085)",="(0.00058)",="(0.0084)",="(0.00074)",="(0.0078)"

="2956.date_opening",="0.012",="-0.0015",="0.0027",="0.017***",="0.0034",="0.020***",="0.0054",="0.017***",="0.014***",="0.016**",="0.017***",="0.017**"
="",="(0.021)",="(0.016)",="(0.0055)",="(0.0058)",="(0.0068)",="(0.0066)",="(0.0066)",="(0.0063)",="(0.0047)",="(0.0070)",="(0.0060)",="(0.0082)"

="2957.date_opening",="0.012",="-0.0046",="0.0015",="0.017***",="0.0037",="0.012**",="0.0055",="0.013**",="0.010**",="0.013**",="0.013**",="0.013**"
="",="(0.022)",="(0.016)",="(0.0056)",="(0.0057)",="(0.0071)",="(0.0050)",="(0.0071)",="(0.0052)",="(0.0043)",="(0.0059)",="(0.0056)",="(0.0065)"

="2958.date_opening",="-0.00051",="0.0076",="0.0018",="0.030***",="0.0041",="0.027***",="0.0065",="0.018***",="0.013***",="0.016**",="0.012***",="0.014*"
="",="(0.021)",="(0.016)",="(0.0050)",="(0.0077)",="(0.0065)",="(0.0074)",="(0.0066)",="(0.0063)",="(0.0039)",="(0.0069)",="(0.0037)",="(0.0074)"

="2959.date_opening",="0.0094",="-0.0064",="0.0050",="0.021***",="0.0079",="0.018***",="0.011",="0.019***",="0.017***",="0.015**",="0.017***",="0.013*"
="",="(0.021)",="(0.016)",="(0.0056)",="(0.0059)",="(0.0073)",="(0.0060)",="(0.0073)",="(0.0065)",="(0.0053)",="(0.0065)",="(0.0055)",="(0.0069)"

="2960.date_opening",="0.024",="0.0054",="0.0026",="0.018***",="0.0030",="0.016**",="0.0053",="0.0070",="0.013***",="0.0056",="0.012***",="0.0045"
="",="(0.022)",="(0.016)",="(0.0055)",="(0.0064)",="(0.0068)",="(0.0066)",="(0.0067)",="(0.0049)",="(0.0048)",="(0.0052)",="(0.0047)",="(0.0051)"

="2961.date_opening",="0.0075",="0.0060",="0.0066",="0.021***",="0.0089",="0.022***",="0.014",="0.021***",="0.025***",="0.023**",="0.030***",="0.024**"
="",="(0.021)",="(0.016)",="(0.0067)",="(0.0069)",="(0.0082)",="(0.0074)",="(0.0089)",="(0.0076)",="(0.0090)",="(0.0091)",="(0.011)",="(0.011)"

="2962.date_opening",="0.063***",="0.0050",="0.0050",="0.012*",="0.0051",="0.011",="0.0069",="0.015*",="0.015***",="0.0034",="0.018**",="0.0044"
="",="(0.024)",="(0.016)",="(0.0064)",="(0.0068)",="(0.0075)",="(0.0070)",="(0.0074)",="(0.0080)",="(0.0057)",="(0.0044)",="(0.0074)",="(0.0057)"

="2963.date_opening",="0.018",="0.0025",="0.0024",="0.017***",="0.0025",="0.019***",="0.0069",="0.020***",="0.015***",="0.019**",="0.018***",="0.023**"
="",="(0.021)",="(0.016)",="(0.0055)",="(0.0060)",="(0.0067)",="(0.0067)",="(0.0070)",="(0.0074)",="(0.0055)",="(0.0082)",="(0.0066)",="(0.0098)"

="2964.date_opening",="0.019",="0.0059",="-0.0010",="0.030***",="0.00076",="0.023***",="0.0042",="0.023***",="0.013***",="0.021***",="0.014***",="0.021**"
="",="(0.022)",="(0.016)",="(0.0049)",="(0.0085)",="(0.0065)",="(0.0078)",="(0.0067)",="(0.0084)",="(0.0047)",="(0.0079)",="(0.0055)",="(0.0084)"

="2965.date_opening",="0.029",="0.0066",="0.010",="0.017**",="0.012",="0.015**",="0.017**",="0.017**",="0.028***",="0.0099",="0.034***",="0.0051"
="",="(0.022)",="(0.016)",="(0.0065)",="(0.0066)",="(0.0080)",="(0.0068)",="(0.0085)",="(0.0073)",="(0.0082)",="(0.0072)",="(0.010)",="(0.0072)"

="2966.date_opening",="0.031",="0.0038",="0.013*",="0.021***",="0.013",="0.016**",="0.012",="0.017**",="0.021***",="0.019**",="0.019***",="0.014*"
="",="(0.022)",="(0.016)",="(0.0072)",="(0.0068)",="(0.0083)",="(0.0065)",="(0.0079)",="(0.0067)",="(0.0067)",="(0.0077)",="(0.0058)",="(0.0070)"

="2967.date_opening",="0.021",="0.0027",="0.0022",="0.023***",="0.0031",="0.018***",="0.0036",="0.019***",="0.011***",="0.021**",="0.013***",="0.022**"
="",="(0.022)",="(0.016)",="(0.0054)",="(0.0066)",="(0.0067)",="(0.0064)",="(0.0064)",="(0.0069)",="(0.0040)",="(0.0082)",="(0.0047)",="(0.0092)"

="2968.date_opening",="0.011",="-0.0038",="-0.0043",="0.015***",="-0.0052",="0.0071**",="-0.0025",="0.0043",="0.0045***",="0.0024",="0.0046***",="0.0028"
="",="(0.021)",="(0.016)",="(0.0043)",="(0.0052)",="(0.0056)",="(0.0036)",="(0.0055)",="(0.0031)",="(0.00049)",="(0.0024)",="(0.00056)",="(0.0028)"

="2969.date_opening",="0.016",="0.0052",="0.00086",="0.027***",="0.0010",="0.023**",="0.0044",="0.022**",="0.012***",="0.015**",="0.013***",="0.017**"
="",="(0.021)",="(0.016)",="(0.0048)",="(0.0094)",="(0.0061)",="(0.0097)",="(0.0061)",="(0.011)",="(0.0034)",="(0.0060)",="(0.0038)",="(0.0068)"

="2970.date_opening",="0.016",="0.0064",="0.00018",="0.026***",="0.00030",="0.022***",="0.0022",="0.023***",="0.0080***",="0.019***",="0.0089***",="0.017**"
="",="(0.022)",="(0.015)",="(0.0050)",="(0.0062)",="(0.0063)",="(0.0060)",="(0.0061)",="(0.0065)",="(0.0023)",="(0.0066)",="(0.0027)",="(0.0069)"

="2971.date_opening",="0.023",="0.00065",="0.0026",="0.013**",="0.0043",="0.015***",="0.0088",="0.019***",="0.010***",="0.021***",="0.0092***",="0.022***"
="",="(0.022)",="(0.016)",="(0.0053)",="(0.0052)",="(0.0068)",="(0.0058)",="(0.0071)",="(0.0067)",="(0.0032)",="(0.0072)",="(0.0026)",="(0.0077)"

="2972.date_opening",="0.031",="-0.0076",="-0.0019",="0.022***",="-0.00017",="0.023***",="0.0033",="0.026***",="0.012***",="0.019**",="0.013***",="0.021**"
="",="(0.023)",="(0.016)",="(0.0049)",="(0.0067)",="(0.0064)",="(0.0072)",="(0.0065)",="(0.0081)",="(0.0043)",="(0.0076)",="(0.0048)",="(0.0086)"

="2973.date_opening",="0.018",="0.0059",="0.0059",="0.025***",="0.0021",="0.014**",="0.0033",="0.015**",="0.011***",="0.017**",="0.013***",="0.017**"
="",="(0.021)",="(0.016)",="(0.0056)",="(0.0090)",="(0.0062)",="(0.0058)",="(0.0059)",="(0.0064)",="(0.0027)",="(0.0074)",="(0.0031)",="(0.0080)"

="2974.date_opening",="0.0062",="0.0034",="0.0028",="0.022***",="0.0015",="0.021***",="0.0052",="0.020***",="0.014***",="0.017**",="0.012***",="0.014**"
="",="(0.021)",="(0.015)",="(0.0054)",="(0.0066)",="(0.0064)",="(0.0069)",="(0.0065)",="(0.0071)",="(0.0041)",="(0.0065)",="(0.0038)",="(0.0067)"

="2975.date_opening",="0.019",="-0.0015",="0.00051",="0.020***",="0.0023",="0.021***",="0.0062",="0.025***",="0.014***",="0.021***",="0.016***",="0.021***"
="",="(0.022)",="(0.016)",="(0.0051)",="(0.0060)",="(0.0065)",="(0.0064)",="(0.0067)",="(0.0072)",="(0.0043)",="(0.0071)",="(0.0049)",="(0.0078)"

="2976.date_opening",="0.018",="0.0024",="0.0013",="0.016***",="0.00100",="0.011**",="0.0031",="0.012**",="0.0084***",="0.0092*",="0.0094***",="0.010*"
="",="(0.022)",="(0.015)",="(0.0054)",="(0.0057)",="(0.0065)",="(0.0050)",="(0.0063)",="(0.0052)",="(0.0026)",="(0.0051)",="(0.0029)",="(0.0057)"

="2977.date_opening",="0.016",="-0.0024",="0.0016",="0.013**",="-0.00043",="0.015**",="0.0030",="0.0073",="0.011***",="0.0080",="0.012***",="0.0064"
="",="(0.022)",="(0.015)",="(0.0052)",="(0.0060)",="(0.0062)",="(0.0065)",="(0.0063)",="(0.0051)",="(0.0034)",="(0.0056)",="(0.0039)",="(0.0058)"

="2978.date_opening",="0.057**",="0.010",="0.010",="0.024***",="0.0074",="0.018**",="0.012",="0.019**",="0.021***",="0.017**",="0.023***",="0.020**"
="",="(0.024)",="(0.017)",="(0.0076)",="(0.0081)",="(0.0080)",="(0.0071)",="(0.0086)",="(0.0077)",="(0.0073)",="(0.0076)",="(0.0086)",="(0.0090)"

="2979.date_opening",="0.012",="-0.0019",="0.0047",="0.022***",="0.0033",="0.023***",="0.0050",="0.025***",="0.013***",="0.028***",="0.014***",="0.033***"
="",="(0.021)",="(0.015)",="(0.0058)",="(0.0069)",="(0.0067)",="(0.0070)",="(0.0066)",="(0.0077)",="(0.0041)",="(0.0087)",="(0.0047)",="(0.010)"

="2980.date_opening",="0.019",="0.0026",="0.0080",="0.012**",="0.0088",="0.011**",="0.0100",="0.014**",="0.019***",="0.015**",="0.021***",="0.018**"
="",="(0.022)",="(0.016)",="(0.0062)",="(0.0053)",="(0.0074)",="(0.0055)",="(0.0072)",="(0.0061)",="(0.0054)",="(0.0070)",="(0.0062)",="(0.0080)"

="2981.date_opening",="0.020",="-0.0041",="0.012",="0.021***",="0.013",="0.019**",="0.019**",="0.021***",="0.027***",="0.020**",="0.030***",="0.023**"
="",="(0.021)",="(0.016)",="(0.0077)",="(0.0075)",="(0.0089)",="(0.0076)",="(0.0095)",="(0.0081)",="(0.0087)",="(0.0086)",="(0.010)",="(0.0100)"

="2982.date_opening",="0.016",="-0.0045",="0.00088",="0.019***",="0.00063",="0.018***",="0.0044",="0.017***",="0.012***",="0.017***",="0.014***",="0.017***"
="",="(0.021)",="(0.015)",="(0.0050)",="(0.0061)",="(0.0061)",="(0.0061)",="(0.0062)",="(0.0056)",="(0.0033)",="(0.0059)",="(0.0037)",="(0.0062)"

="2983.date_opening",="0.013",="-0.000027",="0.0077",="0.028***",="0.0083",="0.026***",="0.012",="0.024***",="0.020***",="0.027***",="0.022***",="0.027***"
="",="(0.021)",="(0.015)",="(0.0066)",="(0.0075)",="(0.0078)",="(0.0077)",="(0.0082)",="(0.0081)",="(0.0069)",="(0.0091)",="(0.0077)",="(0.0099)"

="2984.date_opening",="0.0079",="-0.0038",="0.0072",="0.021***",="0.0065",="0.020***",="0.011",="0.024***",="0.018***",="0.026***",="0.020***",="0.026***"
="",="(0.021)",="(0.016)",="(0.0057)",="(0.0061)",="(0.0068)",="(0.0065)",="(0.0071)",="(0.0075)",="(0.0048)",="(0.0086)",="(0.0056)",="(0.0088)"

="2985.date_opening",="0.028",="0.0020",="0.010",="0.015**",="0.013",="0.013*",="0.016",="0.018**",="0.022**",="0.018**",="0.025**",="0.017**"
="",="(0.022)",="(0.016)",="(0.0078)",="(0.0066)",="(0.0093)",="(0.0065)",="(0.0098)",="(0.0075)",="(0.0089)",="(0.0078)",="(0.010)",="(0.0081)"

="2986.date_opening",="0.014",="-0.0021",="0.0091",="0.025***",="0.0098",="0.028***",="0.014*",="0.031***",="0.025***",="0.033***",="0.025***",="0.035***"
="",="(0.021)",="(0.016)",="(0.0063)",="(0.0075)",="(0.0075)",="(0.0082)",="(0.0078)",="(0.0088)",="(0.0069)",="(0.010)",="(0.0072)",="(0.011)"

="2987.date_opening",="0.023",="-0.00044",="0.017**",="0.026***",="0.013",="0.026***",="0.015*",="0.016**",="0.024***",="0.012*",="0.025***",="0.013*"
="",="(0.022)",="(0.016)",="(0.0075)",="(0.0088)",="(0.0081)",="(0.0090)",="(0.0082)",="(0.0069)",="(0.0066)",="(0.0065)",="(0.0075)",="(0.0073)"

="2988.date_opening",="0.023",="-0.0040",="0.0057",="0.015***",="0.0066",="0.011**",="0.011",="0.012**",="0.020***",="0.014**",="0.022***",="0.013**"
="",="(0.022)",="(0.016)",="(0.0058)",="(0.0056)",="(0.0071)",="(0.0052)",="(0.0073)",="(0.0055)",="(0.0055)",="(0.0061)",="(0.0061)",="(0.0064)"

