
="visit_number_d7",="0.10",="0.11",="0.061",="-0.022",="-0.016",="-0.064",="0.11",="0.12",="0.083"
="",="(0.062)",="(0.063)",="(0.051)",="(0.071)",="(0.070)",="(0.078)",="(0.078)",="(0.079)",="(0.071)"

="pro_6",="",="-0.0017",="",="",="0.0059",="",="",="-0.0018",=""
="",="",="(0.011)",="",="",="(0.016)",="",="",="(0.016)",=""

="pro_7",="",="",="0.10",="",="",="-0.013",="",="",="0.14"
="",="",="",="(0.020)",="",="",="(0.027)",="",="",="(0.029)"

="_cons",="-1.41",="-1.53",="-1.56",="-1.57",="-1.44",="-1.57",="-1.58",="-1.59",="-1.46"
="",="(0.018)",="(0.018)",="(0.023)",="(0.022)",="(0.030)",="(0.032)",="(0.029)",="(0.027)",="(0.037)"

="N",="5992",="5647",="2930",="3094",="2876",="1584",="4155",="3916",="2016"
="R-sq",="0.039",="0.041",="0.054",="0.034",="0.039",="0.036",="0.053",="0.055",="0.075"
="Control Mean",="-1.45",="-1.45",="-1.45",="-1.52",="-1.52",="-1.52",="-1.46",="-1.46",="-1.46"
="p-value",="",="",="0.47",="",="",="0.00016",="",="",="0.66"

="Standard errors in parentheses"
