792.52,0,0,0
1470.8,877.56,458.76,0
1604.4,631.6,510.08,510.08
1407.9,594.06,0,0
1280.3,0,0,0
1105.1,711.4,0,0
1161.3,589.41,0,0
1735.4,650.86,758.33,0
1874.8,1354.6,946.48,946.48
1224,456.51,0,0
1001.8,0,0,0
1086.3,0,0,0
810.01,522.9,543.97,543.97
1254.8,885.07,470.38,0
1181.2,0,0,0
893.3,0,0,0
816.4,0,0,0
1416.3,0,0,0
650.68,0,0,0
916.24,0,0,0
1291.6,0,0,0
1116.3,0,0,0
1356.4,839.11,606.73,606.73
1292,652.28,775.3,775.3
1215.5,546.57,0,0
825.83,0,0,0
1094.3,0,0,0
2030.1,1311.9,0,0
968.46,428.93,0,0
1140.5,740.48,0,0
1634.7,812.82,844.71,844.71
2644.5,3170.8,3805,3805
786.82,513.69,0,0
1073.9,543.4,0,0
958.67,0,0,0
2556.9,1250.7,604.06,0
1335.9,640.53,515,515
986.77,0,0,0
739.74,0,0,0
1018.1,702.15,0,0
1265.4,997.58,643.95,0
839.28,564.25,0,0
702.58,0,0,0
1714.7,1082.6,593.24,593.24
1089.6,0,0,0
1774,536.11,0,0
1864.8,717.32,0,0
987.15,0,0,0
1273.1,508.26,0,0
1151.4,491.15,0,0
725.48,0,0,0
1140.9,585.05,0,0
1166.6,0,0,0
1883.5,1592.3,720.23,720.23
1123.8,0,0,0
1272.1,445.82,534.98,0
834.2,459.94,0,0
574.47,0,0,0
1666.4,709.72,675.59,0
930.37,0,0,0
810.49,0,0,0
1214.4,0,0,0
1199.6,648.15,443.86,443.86
976.74,493.42,484.66,0
1021.8,0,0,0
1488.7,0,0,0
1423.8,0,0,0
1258.8,0,0,0
1677.5,922.41,1106.9,0
996.57,0,0,0
2026.6,1275.4,0,0
1144.1,0,0,0
859.38,457.64,449.92,0
1231.6,0,0,0
1837.6,920.14,0,0
